SystemID	SystemDescription	SystemDescriptionEng	SystemHelp
488	职业切换	XSys_Transfer_Center	职业切换|职业激活：消耗转职券可激活职业，激活后可自由切换选择职业使用{n}{n}职业切换属性转换：{n}1. 职业切换后将保留玩家的职业等级、当前经验、坐骑、时装、精灵、附魔、强化、注灵、进阶。{n}2. 玩家当前[ff8718]洗炼属性[-]保留。{n}3. 玩家当前[ff8718]锻造属性[-]根据变更后的职业改为相应锻造属性。{n}4. 玩家当前[ff8718]龙玉[-]根据变更后的职业改为相应属性龙玉。{n}5. 玩家当前[ff8718]头衔属性[-]根据变更后的职业改为相应属性。{n}6. 玩家当前装备的[ff8718]随机属性[-]根据规则改为相应属性。{n}7. 玩家当前精灵装备的[ff8718]随机属性[-]根据规则改为相应属性。{n}8. 玩家当前[ff8718]图鉴加成[-]改为对应职业相应属性加成。{n}9. 玩家当前的所穿戴的[ff8718]普通纹章基础属性[-]保留不变，[ff8718]鉴定属性[-]将根据规则改为相应属性。{n}{n}相应的属性变化规则如下：{n}[ff8718]每次转职只会从主属性转到对应的主属性，次属性转到对应的次属性，次次属性转到对应的次次属性。[-]{n}{n}每个职业的主次属性如下：{n}职业           主            次          次次{n}战士          力量        敏捷        智力{n}弓箭手      敏捷        力量        智力{n}魔法师      智力        敏捷        力量{n}牧师          智力        敏捷        力量{n}学者          智力        敏捷        力量{n}刺客          敏捷        力量        智力{n}舞娘          智力        敏捷        力量{n}{n}例如：装备中随机属性为敏捷的战士，转职为刺客后对应的敏捷会变成力量。
489	伙伴	XSys_MonsterPet	伙伴|一、伙伴好感度：消耗伙伴的羁绊之心可提升伙伴的好感度，提升人物属性，提升伙伴技能等级{n}{n}二、伙伴技能：伙伴好感度达到对应星级可激活或提升伙伴技能，伙伴技能可在特定的PVE场景中使用{n}{n}三、伙伴跟随：达到1星好感度的伙伴可在场景中跟随，跟随的伙伴和使用技能的伙伴可分别设定，例如可让A伙伴跟随，但是使用B伙伴的技能{n}{n}
635	星龙扭蛋	XSys_StarDragonTip	星龙扭蛋|1.活动期间用户可以通过消耗“星龙扭蛋券”进行扭蛋抽奖{n}{n}2.每次消耗“星龙扭蛋券”参与星龙扭蛋都会获得其中一种奖励{n}{n}3.当幸运值集满星龙蛋时，下次抽奖必中大奖。{n}{n}4.连续7次开启星龙至臻宝箱不出L精灵自选包时，第8次打开宝箱必出L精灵自选包。{n}{n}备注：“星龙宝箱”“星龙商店”的计数在活动期间内不重置{n}{n}FAQ说明:{n}{n}1.幸运值：每次参与星龙扭蛋都会获得2点幸运值，幸运值越高抽到大奖的概率越高，当幸运值集满星龙蛋时，下次抽奖必中大奖。{n}{n}2.星龙兑换券：参与星龙扭蛋有概率得到“星龙兑换券”，星龙兑换券可以在星龙商店兑换商品。{n}{n}3.星龙商店：消耗星龙兑换券兑换的商店，可以兑换L精灵、L纹章碎片、L三件套碎片、阿尔杰塔核心、重铸锁定石、森林龙高级附魔石、铭文券等。{n}{n}5.星龙宝箱：每次参与星龙扭蛋都会累计1次消耗计数，达到一定次数可兑换指定星龙宝箱。
1008	公会宝藏	Xsys_TreasureBox	公会宝藏|1、公会宝藏可以从世界BOSS、公会BOSS、小丑扑克等公会活动中获取{n}{n}2、公会宝藏魔盒分为蓝色、橙色、紫色几种品质，品质越高奖励越好{n}{n}3、低品质的宝藏魔盒可以合成高品质的，魔盒(不论品质)每日开启次数有限制{n}{n}4、获得魔盒需邀请同公会小伙伴进行充能，充能也可以获得一定奖励{n}{n}5、每人每日充能次数有限制，品质越高的魔盒充能获得的奖励越好{n}{n}6、盒子充能人数越多，获好奖励的概率会变大哦，快邀请小伙伴来助力充能{n}{n}7、盒子邀请人数满足8人时，魔盒主人可以手动开启奖励{n}{n}8、当魔盒充能人数不足8人时，需等待充能倒计时结束后自动发放奖励{n}{n}9、获得稀有奖励的冒险家会展示在大奖公告中哦~{n}{n}10、请各位冒险家注意，在等待魔盒开启的时间内如果退出公会，魔盒奖励将不会返还
1007	公会宝藏	XSys_Treasure	公会宝藏|1、公会宝藏可以从世界BOSS、公会BOSS、小丑扑克等公会活动中获取{n}{n}2、公会宝藏魔盒分为蓝色、橙色、紫色几种品质，品质越高奖励越好{n}{n}3、低品质的宝藏魔盒可以合成高品质的，魔盒(不论品质)每日开启次数有限制{n}{n}4、获得魔盒需邀请同公会小伙伴进行充能，充能也可以获得一定奖励{n}{n}5、每人每日充能次数有限制，品质越高的魔盒充能获得的奖励越好{n}{n}6、盒子充能人数越多，获好奖励的概率会变大哦，快邀请小伙伴来助力充能{n}{n}7、盒子邀请人数满足8人时，魔盒主人可以手动开启奖励{n}{n}8、当魔盒充能人数不足8人时，需等待充能倒计时结束后自动发放奖励{n}{n}9、获得稀有奖励的冒险家会展示在大奖公告中哦~{n}{n}10、请各位冒险家注意，在等待魔盒开启的时间内如果退出公会，魔盒奖励将不会返还
584	新服福利	Xsys_Backflow_NewServerReward	新服福利|根据历史玩家历史充值进行返还{n}历史充值正常返100%等额龙币{n}当历史充值达到>10000钻石返利150%等额龙币{n}{n}历史充值达到>20000钻石返利200%等额龙币{n}龙币的返还(最多返还300000龙币)，[F03F07]请在开服后45天内达到130级领取龙币，逾期不再发放[-]
1009	冲送福利		冲送福利|活动持续到回流状态结束，处在活动时间充值达到对应额度则返利养成好礼。
286	艾琳宝藏	Xsys_Treasure_All	艾琳宝藏|1、每一轮宝物在抽完后立即刷新，奖池12个小时内未抽完自动刷新{n}{n}2、奖池剩余最后100个宝物时，只能单次寻宝，不能五连寻宝{n}{n}3、每一轮第100-150、300-350、500-561抽之间的一位玩家会得到幸运大奖——龙币{n}{n}
1011	百宝蛋	XSys_Gacha	百宝蛋|1.活动开启后分为两个奖池，分别消耗百宝福利卡和钻石百宝卡抽取奖励；{n}{n}2.不同类型的奖池，奖励类型不同，可在奖励预览界面浏览对应奖池可被抽取的奖励；{n}{n}3.活动期间，可在龙币商城、钻石商城购买对应的抽奖卡，抽取对应卡池中的奖励。{n}{n}活动时间：2020.5.28 5:00:00-2020.6.4 5:00:00
1016	沙龙之殇	XSys_KillDragonGame	沙龙之殇|[FFDC38]1、第一阶段·开启屠龙[-]{n}{n}沙龙之殇活动开始后，[FFDC38]以下任意一个[-]条件达成即可开启屠龙{n}{n}（1）活动开始后，前两天内有人通关远古冰龙-龙陵悬崖副本，即可立即开启沙龙之殇！{n}{n}（2）活动开始后，第一条未达成，则系统将自动开启沙龙之殇！{n}{n}开启屠龙的冒险家将会被铭记，并获得“封印解除者”称号！（持续30天）{n}{n}2、[FFDC38]第二阶段·阿依夏的秘密和限时沙龙挑战[-]{n}{n}开启屠龙后，阿依夏的秘密和沙龙挑战将同时开放！{n}{n}（1）阿依夏的秘密{n}{n}公平模式玩法，每日可挑战2次，有1次助战奖励{n}{n}掉落的[FFDC38]沙龙挑战券[-]，可以前往挑战强大的沙龙{n}{n}掉落的[FFDC38]阿依夏的眼泪[-]，可以用来削弱沙龙，本服每天使用的次数越多，则沙龙将变弱的更快{n}{n}进度条满后则当日沙龙不再变弱，每次使用仍将获得一定的[FFDC38]回报[-]{n}{n}阿依夏的秘密速通排行榜将记录前100的通关时间，每日重置{n}{n}（2）限时沙龙挑战{n}{n}凭沙龙挑战券可前往挑战！{n}{n}沙龙之殇正式开启的当日0点开始，沙龙有48小时的[FFDC38]狂暴时间[-]，这段时间内使用道具也[FFDC38]不会使沙龙变弱[-]，但仍可以获得奖励{n}{n}活动期间沙龙只能[FFDC38]通关一次[-]，可获得[FFDC38]通关奖励[-]，通关过的冒险家不能再次参加{n}{n}沙龙的[FFDC38]首通时间点排行榜[-]是最高荣誉，可获得丰厚奖励{n}{n}可在活动界面使用阿依夏的眼泪使沙龙变弱，不断提高通关的可能性{n}沙龙被削弱至一定水平后将[FFDC38]不再变弱[-]，但使用道具仍可以获得奖励{n}{n}预祝各位勇士屠龙愉快！
915	限时沙龙挑战	XSys_KillDragonGameHelp	削弱沙龙|1、在正式开启沙龙之殇的时候，强大的沙龙将处于狂暴状态，不会被削弱{n}{n}2、沙龙狂暴时间内，也可以使用阿依夏的眼泪获得奖励，但是进度条不会累计{n}{n}3、本服冒险家们使用阿依夏的眼泪数量累计至一定程度，沙龙的强度即会下降{n}{n}4、当天进度条满后仍然可以使用并获得奖励，但是沙龙当日不会继续变弱{n}{n}5、进度条每日都将重置，但是沙龙强度会持续变弱{n}{n}6、沙龙最终将停留在一定强度，不再变弱，但是使用道具仍能获得奖励{n}{n}7、沙漠龙副本内机甲、龙器不生效{n}{n}8、沙漠龙中技能时间加速、鸡尾酒、黑暗化身、九天之舞、精神爆发、轻灵气息增益效果衰弱40%{n}{n}9、沙漠龙副本内减cd效果上限调整至70%，减伤效果上限调整至70%，攻速效果上限调整至60%，攻击效果上限调整至60%，敌方受到的伤害效果上限调整至50%，移速增益上限调整至100%{n}{n}10、沙漠龙副本内药剂师、噬魂者、暗、耀攒能量速度降低30%，圣徒、十字军、剑皇攒能量速度降低20%
1018	沙漠龙之殇	XSys_KillDragonGameStory	阿依夏之殇|16岁的少年卡西乌斯刚成为骑士就亲眼目睹了祖国的灭亡，这让他决心要重建新的王国{n}{n}不断的征战和历练让卡西乌斯实力渐长，黑木要塞一战使之名声大噪{n}{n}在泰努玛拉沙漠地区，卡西乌斯阴差阳错唤醒了沉睡的沙漠龙{n}{n}以少女形态出现的沙漠龙就这样跟卡西乌斯相遇了，他为少女其起名阿依夏{n}{n}日积月累，起初相互戒备的两人渐渐向对方打开心扉，坠入爱河{n}{n}阿依夏一直以少女的形态陪伴卡西乌斯左右，帮助他建功立业{n}{n}卡西乌斯以极少的兵力接连击退了的军阀和魔物，帮助其他地区摆脱军阀和魔物的迫害{n}{n}最终军阀纷纷归降，卡西乌斯建国。这年卡西乌斯19岁{n}{n}建国之后，贵族和功臣中不少人质疑阿依夏的真正身份，阿依夏带领曾经浴血奋战的魔物一起回到了泰努玛拉——她觉醒并且和卡西乌斯相遇的地方{n}{n}后来卡西乌斯王国的提鲁斯将军逐渐察觉到了阿依夏的真实身份{n}{n}为了掩盖危险的龙族曾参与建国一事，决定大举出兵进军泰努玛拉{n}{n}得知此事的卡西乌斯立即前往阻止大战，可惜为时已晚{n}{n}被人类背弃的沙漠龙愤怒之下与讨伐军展开激烈的战斗，死伤惨重{n}{n}卡西乌斯赶到战场，与沙漠龙拼死劝说，沙漠龙为其所动{n}{n}最后一瞬间沙漠龙冲向卡西乌斯的宝剑，结束了自己的生命，以阿依夏的样子死在了他的怀中{n}{n}因为阿依夏她知道，可能自己与卡西乌斯的相遇，本身就是一个美丽的错误{n}{n}这就是沙龙之殇，后世人们也叫阿依夏之殇
287	幻境争榜	MysteriousGo_RankHelp	幻境争榜|幻境争榜活动开启期间，在新开启的无限幻境新塔中通关层数越高排名越靠前。{n}{n}在结算时根据勇士达到层数的最高数以及达到最高层时间展示跨服排行榜（层数相同的情况下先到该层数的队伍排名在前）。{n}{n}前二十只队伍的玩家在活动结束时可获得对应的排名奖励。{n}{n}若存在勇士在排行榜上的多个队伍中均有参与，则结算时按照该勇士所在小队的最高层数排名发放排名奖励。
288	幻境冲冲冲	MysteriousGoHelp	幻境冲冲冲|幻境冲冲冲活动开启期间，在新开启的无限幻境新塔中通关对应的层数即可领取相应奖励！奖励多多不要错过！
803	明星粉丝榜	XSys_520Holiday	明星粉丝榜|1、活动时间为2020年5月19日5点至5月22日24点，活动期间为心仪的对象送上荧光棒即可收到1张应援卡，应援卡可以在应援商店中兑换各种豪华奖励{n}{n}2、活动榜单分为明星每日榜、明星累计榜、粉丝每日榜、粉丝累计榜，人气榜统计收到荧光棒的数量，守护榜统计送出荧光棒的数量，每日榜在24点结算奖励，累计榜在活动结束时结算奖励，奖励通过邮件发放{n}{n}3、活动期间，累计收荧光棒达到对应档次可以拿到稀有奖励，婴儿车、S时装自选包、影袭羁绊自选包等你来拿哦{n}{n}4、活动结束后，榜单会展示2天时间，展示期间无法再赠送荧光棒
1015	躲猫猫	XSys_HideAndSeek	欢乐躲猫猫|1.冒险家们匹配后将被随机分为[ff8718]搜寻方(2人)[-]和[ff8718]躲藏方(5人)[-]，单局共7人{n}{n}2.进入场景后有[ff8718]45秒[-]的准备时间，此时搜寻方可以[ff8718]观察地形[-]，躲藏方则[ff8718]随机变化成各种物品[-]寻找藏身之地并享受加速效果，若对随机的物品不满意，准备期间还能点击地上的光圈随机切换其他物品{n}{n}3.正式开始后搜寻方开始寻找藏好的小伙伴，发现可疑的物品[ff8718]攻击[-]即可一探究竟{n}{n}4.若攻击的是乔装的躲藏方，则对方退出比赛，搜寻方回复生命；若攻击的不是躲藏方，则自己受到一点伤害{n}{n}5.当比赛时间内全部躲藏方都被发现时，搜寻方获胜！时间快结束时搜寻方会进入加速冲刺的状态，注意把握最后的机会！{n}{n}6.当活动时间结束躲藏方未被全部发现，或者搜寻方全部提前出局，则躲藏方获胜{n}{n}7.每日前2次有参与奖，前5次有积分，积分可争夺排行榜奖励
132	装备重铸	XSys_Equip_Reforge	装备重铸|{n}{n}1.140级传说符文龙装备和140级远古符文龙装备及以上的装备可以进行重铸，重铸只改变装备随机属性{n}{n}2.可以用装备锁定石锁定某条属性，锁住的属性重铸时不会改变{n}{n}3.同一件装备上随机到4条相同属性时将获得额外10%加成，这个加成只在随机属性的基础上加，随机属性值越大，10%加成的比例就越多{n}{n}特殊属性{n}{n}1.150级传说·森林龙装备以上装备会增加一条特殊属性，每次重铸时都会取随机一种{n}{n}2.攻击装有全元素攻击属性，防御装有全元素防御属性{n}{n}3.普通属性中攻击属性越多，且当攻击属性达到上限4个之后相同属性越多，随机出特殊属性的上限也会越高，且属性品质越好
133	装备特技	XSys_Equip_Stun	装备特技|{n}{n}1.140级之前的装备可以通过装备继承将特技继承到符文龙装备上{n}{n}2.传说符文龙装备和远古符文龙装备可以使用特技石镶嵌特技{n}{n}3.同一类型的特技只能拥有一个，可以用高等级的特技替换低等级的，但是不能用低等级替换高等级特技{n}{n}4.特技石使用有部位限制，不同部位的特技效果可以叠加{n}{n}5.一件装备上可以镶嵌多条不同类型的特技，但是只能激活一条的效果{n}
134	继承	XSys_Equip_Inherit	继承|{n}{n}1.继承分为装备继承和龙器继承两类{n}{n}2.只有冰龙传说装备和远古冰龙装备，且随机属性条数不少于7条，才可以继承为传说符文龙装备{n}{n}3.装备必须穿戴在身上才可以继承，未穿戴的装备不能继承{n}{n}4.装备继承前后，随机属性中的基础属性完全保留不变，原随机属性中的特技将转变为同样效果的特技属性存在于传说符文龙装备上{n}{n}5.7条属性的传说冰龙装备继承完以后会多出一条新增的属性{n}{n}6.龙器继承：只有115级的S龙器可以继承为135级的龙器{n}{n}7.龙器继承完全保留铭文效果和随机属性，同时135级龙器上可以镶嵌115级的铭文{n}
1021	时空裂缝	Xsys_Spacetear	时空裂缝|[FFDC38]背景介绍[-]：由于时空的错乱，阿尔特里亚大陆的各地出现了时空裂缝。这些时空裂缝会随机出现在大陆的各处，每天涌出大量怪物危害了大陆居民们安居乐业的生活。{n}{n}同时时空裂缝非常不稳定，极易坍塌，狩猎人数会有限制，所以冒险家们也抓紧时间集结狩猎这些怪物，获得丰厚奖励报酬吧！{n}{n}[FFDC38]规则介绍：[-]1、世界boss：每天只能对一个世界boss造成伤害拿取个人奖励报酬，根据公会伤害排行发放奖励至公会拍卖行。{n}{n}2、裂隙魔物：每天8~24点，24点结束，每小时前10分钟内随机刷新。玩家进入副本后组队狩猎，只要队伍成员有一人给魔物最后一击，全队均能获得丰厚报酬。所有裂隙魔物奖励[a431e2]每天限次获得[-]，多次击杀达到获取次数上限将无法获得奖励，其中[a431e2]参与奖每天限领2次[-]、[a431e2]阶段重伤奖每天限领2次[-]、[a431e2]队伍狩猎奖每天限领2次[-]。{n}{n}3、裂隙精英：每天在11~15点和15~19点之间会随机各自刷新两只boss（刷新时间会避开12~13点的全服活动时间）。提前10分钟全服跑马灯公告提示刷新，及时告知公会小伙伴参加吧。[a431e2]狩猎时间限时10分钟[-]，时间到或者提前击杀后狩猎结束。狩猎结束后根据个人伤害排名和公会伤害排名发放奖励，其中[a431e2]公会伤害排名有大量奖励进入公会水晶拍卖行[-]，如果奖励被公会小伙伴拍下，参与活动玩家每日还能获得最高[a431e2]100水晶分红[-]。
1023	龙魂秘宝	XSys_TreasureActivities	龙魂秘宝|1.活动开启后，可通过点击【自选奖池】或道具栏中的加号，进入龙魂秘宝的奖励选择界面。{n}{n}2.在自选奖池中包括L级、S级、A级和B级奖励供勇士自由选择，制订最佳奖池！{n}{n}3.龙魂秘宝的探宝消耗随本轮次数增加而增加，但同时每次探宝均有可能触发惊喜宝箱，获得对应的龙魂秘钥！{n}{n}4.秘宝奖池可通过秘宝重置卡重置，重置卡可在抽到每日登录、水晶商城礼包页签购买中获得 {n}{n}5.每一次探宝消耗的钥匙数量：1,1,2,2,3,3,5,8,10,12,15,20,30,40,50,60 {n}{n}
1024	自选奖池	XSys_TreasureActivities_Item	自选奖池|1.奖池分为四种奖励等级，每个等级存在指定的可选择数量。{n}{n}2.当奖池中对应数量的位置已被填满，则无法再次勾选其他奖励。取消原有奖励的勾选状态可重新选择新的奖励。{n}{n}3.选择奖励时可点击【已选预览】查看已选所有级别奖励。当全部奖励选择后，可点击确认奖励将奖励变为本轮奖池。
185	欢乐卡牌	SYS_HappyCards	欢乐卡牌|1.每一轮有8张卡片对应8种道具奖励，最多可以翻开4张卡片，分别消耗1、2、4、8张卡牌入场券（若使用了翻倍效果，则消耗的卡牌入场券也对应翻倍）。{n}{n}2.每一轮至少翻开一张卡牌就能进入下一轮，点击“下一轮”即可领取本轮抽中的道具，并开启下一轮翻牌。{n}{n}3.每次翻开卡牌会根据抽奖道具的使用数量来增加幸运值，当幸运值满即可开启幸运奖池。幸运奖池每次翻牌消耗10张卡牌入场券。{n}{n}4.每轮领奖时会根据本轮抽奖道具的数量计算积分，每日24点结算积分日榜，活动结束时结算积分总榜，排行奖励通过邮件发送{n}{n}5.[a431e2]回退：当每一轮奖池抽取结束时（即翻完4次）可以使用回退功能，使用回退将不会获得本轮4次翻牌获得的奖励道具，返还本轮消耗60%的抽奖道具（9张卡牌入场券），使用回退不会增加榜单积分，同时会扣除本轮得到的60%幸运值（幸运大奖不能回退）[-]
186	时光龙穴	XSys_GreenDragon	时光龙穴|1.活动玩法{n}神秘力量开启了时光通道，让冒险家可以穿越时空挑战失落的龙穴，龙穴中似曾相识的首领在时空穿梭中也获得了全新的能力，比之前变得更强了。{n}每周时光龙穴各个关卡的奖励次数将会重置，重置后玩家可以再次挑战任一难度的该关卡获取奖励{n}{n}2.难度机制{n}每隔一段时间，当前龙穴都将开放一个新的难度，难度越高奖励有所提升，开放时间在界面上有显示，敬请关注每个难度的开放时间！{n}副本内减cd效果上限调整至60%，减伤效果上限调整至70%，攻速效果上限调整至50%，攻击效果上限调整至100%，敌方受到的伤害效果上限调整至50%，移速增益上限调整至100%{n}副本内佣兵不生效
187	背景故事	XSys_GreenDragonStory	黑龙降临|古代人之后，新的文明再度繁荣起来。此时，出现了一位英雄——开国元勋佩达，他极富军事才能，但却在即将统一阿尔特里亚大陆的时候消失无踪。在这之后，各地纷乱，第一次魔道大战，黑龙崛起。骑士王卡西乌斯应声而起，统一了大陆北部地区，建立了如今的卡西乌斯王庭。{n}{n}佩达作为极为强大可以与龙对抗的人类，了解世界的真相后决定弑神，与梅里恩戴尔一同进入打开的巨石碑之门后不知发生了什么，梅里恩戴尔牺牲，巨石碑之门关闭，佩达得到红龙宝玉，但因宝玉不完整的原因无法变为红龙形态。{n}{n}而黑龙巢穴再现了当年神圣天堂受到入侵时的场景，它也是一个被幻想出来的绝地炼狱。{n}{n}神圣天堂在受到破坏后虽然得到了重建，但通过叛逆的先知者的力量，她被入侵的历史又以幻象的形态重现。而当时的恐怖和绝望的记忆又变成难以忘怀的噩梦，逐渐扩散在人群之中。{n}{n}在巨大化的幻象吞噬现实之前，所有阿尔特里亚大陆的勇士们要穿越至历史的战场，颠覆战况，重新面对噩梦的化身——黑龙！
849	每日充值		每日充值|1.每日充值商城内的固定档位（6元/30元/98元/198元/328元/648元）可领取特定奖励。{n}{n}2.档位充值奖励每日0点刷新，截止刷新前未领取奖励通过邮件发放。{n}{n}3.每日充值金额满30元累积达到一定天数可以领取宝箱奖励。{n}{n}4.每日充值活动新服开启后持续7天，未领取奖励均将通过邮件补发。
1517	遗迹每日充		遗迹每日充|1.每日充值商城内的固定档位（6元/30元/98元/198元/328元/648元）可领取特定奖励。{n}{n}2.档位充值奖励每日0点刷新，截止刷新前未领取奖励通过邮件发放。{n}{n}3.每日充值金额满30元可以领取当日宝箱奖励。{n}{n}4.每日充值活动持续8天，未领取奖励均将通过邮件补发。
1014	公会协力战	XSys_NewBoss	公会协力战|1.活动时间{n}{n}每周三、周日晚上19:30开始公会协力战，提前10分钟可以开始组织调配战场，冒险家可以有组织的选择各自的战场并肩作战。{n}{n}2.活动玩法{n}{n}每次挑战Boss前公会会长、副会长可以调整Boss难度等级，最好由管理员约定好难度，开战后则不可以再次调节。Boss持续10分钟，规定时间内击败Boss则挑战成功。若第一场未击败Boss，则有机会在19:45分再次挑战，请谨慎重新选择难度。若第二次仍未打过，则当日活动结束。Ps:会长和副会长大人记得上线哦{n}{n}3.难度等级{n}{n}公会只能挑战已经战胜的难度等级和未战胜的最近一个等级，其他等级不可挑战（前50级难度默认开放可自由选择）。每个难度等级有一定的总战力需求，请公会管理员根据活动当天公会能够出战成员的总战力来谨慎选择难度。若战力未达到推荐战力则Boss将变得更为强大。{n}{n}4.战场选择{n}{n}协力战默认有3个战场，当前战场满人后会自动开启下一个战场，同一个战场的冒险家将进入同一个场景并肩作战，公会成员可以根据管理员的安排或者自身意愿选择进入某个战场进行战斗。{n}{n}5.Boss机制{n}{n}协力战每周会随机一个Boss，Boss有自身固有的技能，冒险家可以在协力战活动界面上看到Boss的主要技能。除了Boss固有技能外，Boss每周还会随机到一定数量的协力技能，协力技能的机制也可以在协力战界面上看到，冒险家们请注意观察。{n}{n}6.排行榜{n}{n}个人排行榜，根据公会内成员的伤害进行排名；公会排行榜，根据公会挑战的难度和所用的时间进行排名。
1010	物资筹备	XSys_DragonNest_Red_Master	物资筹备|1.周一三五七开放龙玉、装备洗炼&纹章洗炼的产出副本；周二四六七开放装备强化&装备注灵、精灵材料产出副本。{n}{n}2.消耗高倍奖励次数和体力大幅提升材料产量，无高倍奖励次数时挑战副本仍然消耗体力但材料恢复普通产量。{n}{n}3.每日2次高倍奖励次数（开通王国特权中的宫廷贵族特权每日+1次高倍奖励次数），挑战任意每日副本共用该次数。{n}{n}4.奖励次数每日5点重置。 {n}{n}5.物资筹备副本将限时开启双倍掉落，请关注官方公告。 {n}{n}
1017	龙魂	XSys_DragonSpirit	龙魂|1.龙魂激活需要消耗对应的龙之魂魄，激活后是幼龙状态，体型很小，通过不断升级可以增大龙的体型。{n}{n}2.每头龙最高可升至100级，每10级可以解锁1个技能或者获得1个道具，道具是永久L三件套。等级越高，技能效果就更强大{n}{n}3.龙魂升级解锁的技能分为主动技能和被动技能。{n}主动技能需要在主城释放，释放时有一段吟唱时间，在吟唱时间结束的那一刻，会给自己和周围的玩家加上强力的buff。（[00FF00]加的人数有限制，会优先加到释放者队友和距离释放者更近的玩家身上[-]）{n}被动技能只会加到龙魂拥有者身上。{n}同一条龙，主动技能和被动技能只能各拥有一个，根据龙魂等级解锁对应最高级的那一个。{n}{n}4.不同龙魂的属性可以叠加。
975	喂养龙魂	XSys_DragonSpiritLevelUp	喂养龙魂|1.每次喂养都会增加一定数量的喂养值，当喂养值达到指定的数量后就可以直接“突破”到指定等级，每次突破后喂养值清零。{n}{n}举例：假设当前等级6级，每次喂养会增加8点保底值，当喂养值达到42后可以突破到10级，突破后喂养值清零。{n}下次喂养，喂养值从0开始重新累积，达到指定数量后将直接突破至15级，依次类推......{n}{n}2.每次突破之后，继续喂养，龙魂等级不会降至当前突破等级以下。
188	新服冲榜	XSys_NewServerRush	新服冲榜|1.新服冲榜开服开启，为期7天。{n}{n}2.开服第1-4日每日一个主题，分别为【装备强化】【龙玉镶嵌】【精灵养成】【装备注灵】，第5-7日开放【战力比拼】主题。{n}{n}3.单个主题日内单服排名达到第1名，第2-3名，第4-10名可以获得对应丰厚奖励。{n}{n}4.主题日内完成主题相关的目标也可领取目标奖励。 {n}{n}5.单个主题当日晚24点截止计榜，请提前冲榜。 {n}{n}6.未领取的奖励当日主题活动结束后通过邮件补发，请及时领取。
114	神秘宝箱	XSys_PopeTreasure	神秘宝箱|活动简介{n}{n}1、冒险家们通过使用寻宝罗盘，探索并获得每个神秘宝箱中三档不同的道具。{n}{n}2、七个神秘宝箱依次为白银宝箱、黄金宝箱、钻石宝箱、至尊宝箱、史诗宝箱、传说宝箱、无限宝箱。除白银宝箱之外，每一个宝箱都需要在上一个宝箱中收集对应的宝箱钥匙方可解锁。{n}{n}3、前6个宝箱中宝物有限，抽完即止。通过解锁最后的无限宝箱，无限宝箱中的宝物将不限数量，冒险家们可以尽情感受寻宝的乐趣！本次无限宝箱至臻神秘兑换券享受每300抽保底抽到1次！{n}{n}4、寻宝过程中有机会获得神秘兑换券，收集神秘兑换券可在限时的神秘兑换商店兑换更多稀有道具！
955	原力争夺	XSys_PrincipalBattle	原力争夺|1、玩法简介{n}{n}原力争夺为[ffb400]公平模式[-]战场，使用自己的角色进行[4983c4]3V3[-]团队战斗。{n}本战场以争夺[ffb400]原力球[-]为目标，最长持续[4983c4]7分钟[-]。{n}{n}2、战场机制{n}{n}场地中央每[4983c4]15秒[-]刷新1个原力球，可被拾取。{n}玩家被击杀[ffb400]会掉落持有的原力球[-]。{n}先获得[4983c4]10个[-]原力球的一方，可开启[4983c4]20秒[-]的[ffb400]胜利倒计时[-]。{n}胜利倒计时20秒后，仍持有[ffb400]至少10个[-]原力球，则该方获胜。{n}胜利倒计时内若[ffb400]丢失原力球[-]导致数量[ffb400]少于10个[-]，则倒计时中止，战斗继续。{n}战斗至[4983c4]7分钟[-]时双方仍未持有10个原力球，则[ffb400]球多的一方获胜[-]，否则平局。{n}{n}3、场地元素{n}{n}原力战场上有多块[ffb400]草地[-]，进入草地的玩家不会被敌对方看到。{n}若双方玩家处于[ffb400]同一块草地[-]中，彼此可见。{n}己方玩家[ffb400]视野共享[-]，可看到与己方玩家[ffb400]同处一片草地[-]的敌方玩家。{n}草地内的玩家可以使用技能，也可被技能攻击。{n}{n}4、匹配规则{n}{n}原力争夺可单人匹配，也可组队匹配进入。{n}优先匹配单人和单人混排，队伍和队伍混排，其中单人和非3人队伍混排为次级匹配。
116	历史充值反钻	SYS_ChargeBackDiamond	历史充值返钻|1、只有在互通23区才能参与本次历史充值返钻功能，系统会自动统计此账号的历史累计充值金额。{n}{n}2、请慎重选择1个角色进行绑定，本次活动仅能绑定1次，且绑定后历史累计充值金额不再变化。{n}{n}3、返还比例：1-2000元返还50%钻石，超过2000部分返还10%钻石，返还上限为10万钻石。{n}{n}4、达到200万、500万、850万、1250万、2000万战力分别返还10%、15%、20%、25%和30%的钻石，通过邮件发放钻石。{n}{n}5、绑定角色截止时间为：2019年12月27日5点，返还钻石截止时间为2020年2月29日24点。
1519	赛季服找回	XSys_FindBack	找回奖励|1、可以几乎100%的找回所有奖励！
