Enum	Text
ERR_LUCKTOY_ALL_OPEN	All grids are open
ERR_LUCKTOY_RESET_MAX	Not enough resets
CLOSE	Not available
CANGET	receive
OPEN	received
ERR_AUCTION_CRYSTAL_LESS	Not enough crystals
EXPURCHASE_NEED_NUM	This transaction also needs to exchange {0}{1}
LucktoyTips1	Tips: Lucky Gacha, every twist has guaranteed rewards~
LucktoyTips2	Event ends: 24:00 on August 19, 2020
LucktoyResetTips	Do you want to reset the Gacha record?{n}[fcd034]The drawn numbers and unclaimed rewards will be cleared after reset[-]
LuckyToyRepeat	Bad luck, this time the capsule number is repeated
LuckyToyReset	Remaining resets: {0}
QuickClickTip	Clicking too fast, take a break and click again
NoneActivity	Event has not started
None	none
EquipAuthenticate	identification
NewEquipAddAttr	[00ff00]{1} additional random attributes +{0}% basic attributes[-]
EquipTipsDesealTips	The mysterious power in the seal
NewEquipGrade	Rating: {0}
NewEquipRelieve	Whether to consume {0} {1},{n} this equipment becomes unbound
NewEquipAuthenTips1	Whether to consume {0} for appraisal, {n} will get powerful equipment after appraisal
NewEquipDeseal	unbind
ERR_RELIEVE_LACKCOUNT	The number of times that can be unbound is 0
ERR_RELIEVE_NOTBIND	No need to unbind
XSys_GameMall_CRYSTAL	Crystal Mall
MALL_CRYSTAL_LESS	The number of crystals is insufficient, do you want to exchange?
NewEquipPutOnTips	After the equipment is worn, the number of unbinding will be reduced to {0}, {n} (unbinding can make the equipment unbound)
MAX	MAX
EquipPsychicTransfer	Infusion transfer
ERR_UNABLEPSYCHIC	Equipment above level 120 can be operated, re-wearing equipment can inherit the same level
EquipPsychicTransferTips	Should the infusion level of the equipment be swapped with the equipment of the same part worn?
ERR_NOT_PSYCHIC	bad luck
ItemType38	Spiritual Infusion Coupon
LEVELEXP_LIMIT	The experience gained today has reached the upper limit
InjectPsychicLevel	[order {0}]
Aptitude	Qualification: {0}
DUNGEONSELECT_REDDRAGONMODE_LEVEL_LIMIT_FMT	Only at level {0} can the extra mission be opened
EquipReturnTime	{0} year {1} month {2} day {3}
ERR_EQUIPRETURN_NOT_OLD_EQUIP	This equipment is obtained after the event is opened and cannot be returned
EquipCannotPsychic	This equipment cannot be infused
ShadowCatTime	2020.7.23 After update~2020.7.31 24:00
ERR_SHADOWCAT_CANTGET	Can't get it yet
ERR_SHADOWCAT_ALREADYGET	already received
ShadowCatHelp	During the event, you need to recharge more than 6 yuan and log in for 7 days to receive all the items in the treasure chest. Unclaimed items will be distributed by mail
pcmobileAssistant	The emulator you are currently using does not support "Dragon Nest PC Edition", please install it in Tencent Mobile Game Assistant
pcrecharge	Please use the game mobile client for purchase and payment operations
BuyActivityOneTime	Event time: After the update on July 7th - July 22nd at 24:00
BuyActivityTwoTime	Event time: After the update on July 7th - August 5th at 24:00
BuyActivityThreeTime	Event time: After the update on August 6th - August 8th at 5:00
BuyActivityFourTime	Event time: April 5th 5:00-April 11th 17:00
BuyActivityFiveTime	Event time: April 5th 5:00-April 11th 17:00
BuyActivitySixTime	Event time: April 5th 5:00-April 11th 17:00
BuyActivityFour	Consume {0} {1} purchases?
InjectMasterLevel	Infusion
NoFitEquip	Not wearing appropriate equipment
JADE_COMPOSE_TIP3	There is currently no dragon jade that can be upgraded with one click
LimitBuy	purchase limit
SPRITEEQUIP_CLOCK	Elf Cloak
SPRITEEQUIP_BADGE	Elf Badge
SPRITEEQUIP_JEWELRY	Elf Orb
SPRITEEQUIP_CROWN	Elf Crown
LeftTimeGoToHall	Return to the main city in {0} seconds
DuelActivityTime	Event time: {0} year {1:D2} month {2:D2} day ~ {3:D2} year {4:D2} month {5:D2} day
DuelAllowJoinTime	Participating in {0:D2}:{1:D2}-{2:D2}:{3:D2} every day can increase the rank and deduct the number of times
DuelDayChallengeNumTips	The number of challenges that can be challenged today: {0}/{0} (Only during the daily participation time, the rank can be upgraded and the number of times can be deducted)
rankRewardTips	You can get one upgrade reward per season (reset at 05:00 the next day on the last day of the season)
duelRankRewardItemTitle	rank reached
duelLevelReward	Upgrade reward
duelMail	By mail at the end of the season
TWOLEVELPASSWORD_SET_DIFFERENT	The two entered passwords do not match
TWOLEVELPASSWORD_LONG	Password must not exceed 12 characters
TWOLEVELPASSWORD_SHORT	Password must not be less than 6 characters
TWOLEVELPASSWORD_SET_SUCCESS	Secondary password set successfully
TWOLEVELPASSWORD_CLOSE_SUCCESS	Password protection is off
TWOLEVELPASSWORD_FORCECLOSE_SUCCESS	The application has been submitted, and the password protection will still take effect during the waiting period
TWOLEVELPASSWORD_CLOSEFORCECLOSE_SUCCESS	Undo succeeded
TWOLEVELPASSWORD_CHANGE_SUCCESS	Successful operation
TWOLEVELPASSWORD_CLOSE_TIMETIP	Disable secondary password after {0}
TWOLEVELPASSWORD_OPEN	turn on
TWOLEVELPASSWORD_OPEN_ALREADY	activated
TWOLEVELPASSWORD_CLOSE	closure
TWOLEVELPASSWORD_CLOSE_ALREADY	closed
TWOLEVELPASSWORD_FORCECLOSE_TIPS	Dear adventurers, if you forget the secondary password, you can submit an application for the forced shutdown password. After the application, you need to wait 3 days for the forced release.
TWOLEVELPASSWORD_FORCECLOSECANCEL_TIPS	The application for forcibly closing the secondary password is currently in progress. After {0}, the secondary password will be automatically closed. If you need to close the password protection immediately, please withdraw the application and then close the operation.
TWOLEVELPASSWORD_NONORM	Contains illegal characters, please use English letters or numbers
ERR_PASSWORDPROTECT_CLOSE	Please cancel the forced shutdown state of the secondary password first
ERR_PASSWORDPROTECT_NOTCLOSE	The secondary password is not a forced shutdown state and cannot be forced to cancel the shutdown
ERR_PASSWORDPROTECT_NOTOPEN	Secondary password is not enabled
ERR_PASSWORDPROTECT_OPENED	Secondary password has been activated
ERR_PASSWORDPROTECT_PASSWORDERROR	wrong password
ERR_PASSWORDPROTECT_VERIFYED	Secondary password verification required, please try again
GUILD_CHANNEL	Guild channel
WORLD_CHANNEL	world channel
ERR_CHATREDPACKET_TIMEOUT	It's too late, the red envelope has expired
ERR_CHATREDPACKET_ALREADYGET	You have already grabbed this red envelope, leave the opportunity to others
ERR_CHATREDPACKET_NONE	This red envelope has been robbed
ERR_CHATREDPACKET_CHANNELERROR	Red packets can only be distributed on World Channel and Guild Channel
ERR_CHATREDPACKET_MONEYLESSCOUNT	The number of crystals is not enough to send out these red packets
ERR_CHATREDPACKET_MONEY_INVALID	The number of crystals in the red packet is not within the valid range
ERR_CHATREDPACKET_COUNT_INVALID	The number of red envelopes is not within the valid range
ERR_CHAT_GETITEM_NOTONLINE	The player is not online
ACCUMULATIVETIPS	(can accumulate {0})
AidNumBer	Number of fights:
ChanllageNumTips	Number of challenges:
RewardNumTips	Number of awards:
RANKLIST_ALL_PROFESSION	all
JADE_COMPOSE_TIP3	There is currently no dragon jade that can be upgraded with one click
RefuseAidTips	The opponent refused to help the stranger
TIMELIMITGIFT_LIMIT_BUY_COUNT	Purchase limit: {0}/{1}
TIMELIMITGIFT_LEFTTIME	Time remaining: {0}
TIMELIMITGIFT_PIRCE	{0 yuan
ERR_TEAM_MIRROR_COST	The bounty team cannot invite clones to help
ERR_TEAM_MIRROR_ROLE_IN_TEAM	The player or clone is already in the party
ERR_TEAM_MIRROR_REFUSE_HELP	The player refuses to help the stranger
ERR_TEAM_MIRROR_COUNT_LIMIT	The number of reinforcements has been exhausted
AttrTabName1	primary
AttrTabName2	advanced
AttrTabName3	all
AttrTittleName1	trick
NoSuperAttr	No advanced properties yet
PAGESELECTION_ARTIFACT_TITLE	Dragon page selection
PAGESELECTION_EMBLEM_TITLE	Heraldic Page Selection
PAGESELECTION_ENCHANT_TITLE	Enchantment page selection
PAGESELECTION_USE	use
PAGESELECTION_CURRUSE	current use
ERR_OTHER_SERVER_CLOSE	The target server has not been started
ERR_USED_ARTIFACT_PAGE	already using this dragon page
ERR_USED_EMBLEM_PAGE	Already using this coat of arms
ERR_NOT_HAVE_ARTIFACT_PAGE	There is no dragon page
ERR_NOT_HAVE_EMBLEM_PAGE	There is no such coat of arms page
ERR_NOT_HAVE_ITEM	no such tool
ERR_HAVE_SPECIAL_EFFECTS	already owns this effect
SKILLEMBLEM_DAMAGE	(harm)
SKILLEMBLEM_CD	(cool down)
SKILLEMBLEM_BUY	Are you sure to spend {0} skill crest fragments to purchase {1}? {n} (currently has {2})
SKILLEMBLEM_TIP	Tap to remove coat of arms
SKILLEMBLEM_CURREQUIP	Currently wearing coat of arms: ({0}/{1})
PAGESELECTION_CHANGE_TAB_NAME	Modify page signature
TimeLimitActivityOneTime	[FFFFFF]Event time: August 8th 5:00-August 13th 5:00[-]
TimeLimitActivityTwoTime	Event time: After the update on July 7th - July 15th at 24:00
TimeLimitActivityThreeTime	Event time: After the update on July 30th - August 5th at 24:00
TimeLimitActivityFiveTime	Event time: Open on the first day of the server, last for ten days, and end at 5:00 on the 11th! Great rewards are waiting for you!
TimeLimitActivitySixTime	Event time: August 15th 5:00-August 19th 24:00
TimeLimitActivitySevenTime	Event time: After the update on April 23rd - April 29th at 24:00
TimeLimitActivityEightTime	Event time: August 15th 5:00-August 19th 24:00
TimeLimitActivityNightTime	Event time: After the update on August 13th - August 15th at 4:00
CannotEnchant	This equipment cannot be enchanted
SpriteEquipAddPecent	Elf Basic Attributes
StoveValueEnough	There is enough fire, no choice
LimeMaxValueThisDay	The total amount of items deducted from the fire has been used up today
ThisItemReachMax	This item's deductible fire allowance has been used up
StoveValueNotEnough	If the fire is not enough, you can choose props to deduct
SpriteEquiMadeTips	If the equipment level is higher than the character level, it will not be able to be worn after it is built. Do you want to continue to build it?
ERR_SPRITEEQUIP_LOCK	Backpack is full, can't unload Elf gear
ERR_SPRITEEQUIP_BAG_FULL	Backpack is full and cannot be crafted
ERR_BAG_FULL_TAKEOFF_SPRITEEQUIP	Backpack is full, can't unload Elf gear
OneItemExchangeSomeStoveNum	1 item to deduct {0} fire
ExchangeMaxNumTips	Today, this item can also be deducted from the fire
SpriteProperty	sprite properties
SpriteBag	Elf Equipment
SpriteEquipGetTip	Go to the wizard equipment crafting interface to get
ExchangeStoveNumTips	A total of today's props can be deducted from the fire:
SelectCanExchange	Selected props can be deducted from the fire
SpriteResolveEquipTips	Please take off the elf equipment before dismantling
UnOwnThisItem	Don't own this item
GuildFishPeopleTips1	Current number of people fishing in the guild: {0}
GuildFishPeopleTips2	Rare reward bonus: {0}%
DnNotPass	Your character has not cleared the dungeon and cannot sweep
IsRiskSweep	Roll the remaining {0} dice with one click?
NigReachLayer	[ffd800]{0}[-] layers
NigBattleWaring	The source of the nightmare has appeared, and you will be teleported to the location of the boss, ready to fight!
NigCurRank	Season reward (current rank: {0})
NigReachLayer	Arrival floor: [00FF00]{0}[-]
NigReachLayer1	First pass reward: (arrive at [00FF00]{0}[-] floor)
Nigwipeout	The sweep was successful!
Nigawardtips	Layer {0} may fall
NigAddNumTitle	Increase the number of times
NigAddContent1	Are you sure to spend {1}{0} to increase the number of challenges by 1
NigAddContent2	(Today's remaining number of increments: {0})
NigNewSeasonTips	The goddess' nightmare once again polluted the courtyard, and a new gate opened. Your combat strength is {0}, and you can start your new season from level {1}.
NigLevelReward	May drop:
NigLevel	{0} layer
ChallengeMaxNumTips	Reached the maximum number of challenges
NigFreeTips	You can still challenge {0} times
NigCostTips	Consume {1} {0} to challenge
NigFinishTips	All challenges redeemed
ReachLayer	Arrival floor: {0}
ChallengNotTimesTips	You have completed all the challenges today, come back tomorrow!
NigBattleBossTip	Please go to defeat the boss of this floor
NigRewardTips2	The specified number of floors has not been reached
GuildfishTips1	The character is really good, the fishing output this time is {0} times
GuildfishTips2	Unexpectedly found red envelopes during fishing, get them as soon as possible
GuildfishTips3	The sky is blessed, the next fishing speed is {0} seconds, and the duration is {1} seconds
GuildFishShopGo	There is not enough bait, please go to the guild shop to buy
GuildFishRandomTips1	Choose the right time, click the button within {0} seconds to get {1}
GuildFishRandomTips2	Reward multiple times
GuildFishRandomTips3	random red envelope
GuildFishRandomTips4	Speed ​​up fishing time
ERR_GUILDFISHLIMIT	You can only participate 48 hours after joining the guild
FishCourtTips	Speed ​​up each fishing by 10 seconds
FishCourtTips2	This time, I have the guild fishing palace privilege to speed up fishing for 10 seconds
FishCourt	Do you want to activate the court fishing privilege and enjoy the speedup of each fishing time?
BtnUse	use
BtnActive	activation
BtnHadUse	Used
ERR_INVAILDGUILDFISHBUFF	invalid buff
ERR_CDBUFFEXIT	You are already speeding up fishing~
HadEnd	There's no more, don't be blind, alright
MechaSkinActiveSucess	Activation succeeded
MechaSkinChooseSucess	Use {0} as a mercenary shape
MechaChipLevelTip	Activating all soldier patterns can break through the soldier emblem, currently activated {0}
ERR_MECHA_ALREADYACTIVE	Activation succeeded
ERR_MECHA_LEVELUPMAX	Highest level reached
ERR_MECHA_LEVELLIMIT	Insufficient level of emblem
ERR_MECHA_NOTHAVESKIN	don't own the skin
ERR_MECHA_NOTINFIGHT	No combat mercenaries are set
ERR_MECHA_ALREADYUSED	Mercenaries have already played in this battle
ERR_MECHA_SCENE_CANOTUSED	Mercenaries are not allowed in this scene
ERR_MECHA_NOTACTIVE	Mercenaries have not been activated
MechaBreakSuccess	breakthrough success
MechaTransformSpan	Activating transformation lasts for {0} seconds
MechaActiveTip	Activating all soldier marks can break through the level of the soldier emblem
MechaFightingTime	Transformation lasts for {0} seconds
ERR_ILLEGAL_GUILD_FISHER	illegal guild angler
ERR_REPEATGUILDFISH	is fishing
ERR_GLOBALCONFIG	Mismatch
NoModleTips	waiting
MechaSkillNeedLevel	Soldier emblem breakthrough to level {0} to activate
NigLayerMaxTips	This season's stage rewards have been collected
NigYardSceneTitleName	Nightmare Courtyard {0} floor
ERR_LOVEHUG_NOT_INACT	not during the event
ERR_LOVEHUG_LOCK_COOLDOWN	Shield is cooling
ERR_LOVEHUG_LOCK_STATE_CHANGE	The number of people changes and the protective cover cannot be opened
ERR_LOVEHUG_ENTERSCENE_LATER	The event has already started
LOVEHUG_ROUND	Current rounds {0}/{1}
LOVEHUG_PLAYER_NUM	Remaining {0} people
LOVEHUG_DEFENSE	defense
LOVEHUG_CANCEL_DEFENSE	Cancellation defense
LOVEHUG_RULE	1. Before the start of each round, players can get rewards{n} by dancing in the lighted area. 2. After the start, a number will appear on the floor, which represents the number of people allowed to stand in the area. {n}3. After the time is over, those who are not in the square or the number of people in the square does not match will be out of the game.{n}4. The number of people on the field is less than 2 or the game ends after 5 rounds
LOVEHUG_LEVEL_REWARD_ROUND	Maximum number of swearing {0}
LOVEHUG_RELAX_TIP	Welcome to the hug of love, feel the charm of numbers and dance! |In the game, please make sure that the number of people in the area is the same as the number of the grid |The number of people in the area is the same as the number of the grid to prevent others from entering|Let's do a dance to warm up before the game starts!
LOVEHUG_DANCE_TIP	Dance under the lights to gain experience!
LOVEHUG_DANCE_END_TIP	The {0} round starts soon, please stand on the correct number grid within {1} seconds
LOVEHUG_FIGHT_TIP	Please ensure that the number of people on the grid matches the number, and the area with one person cannot be defended.
LOVEHUG_RELAX2_TIP	Let's relax with a dance before the next round
PsyAttrTips1	current property rank
PsyAttrTips2	(Failed to lose the rank but not to lose the attribute)
TodayhadFightCount	There are {0} more challenges today
BuyFightNumTips	Whether to spend {0} crystals to purchase a challenge {n} (reset purchases every day)
ProChanllengesRefreshTips	Ranking rewards will be issued at 05:00 every Monday
ERR_KINGDOM_NOT_OPEN	Privilege not enabled
SuperIdentificationTime	Event time: November 15, 2018 05:00--December 15, 2018 24:00
SuperIdentificationContent	Activity content: {n}{n}1. Log in to the game during the event, and return [00ff00]70% of the total amount of historically consumed super appraisal coupons by email[-]{n}{n} 2. Log in to the game during the event and send it back by email Return [00ff00] 50% of the total fire value of the historical consumption[-]{n}{n} 3. The consumption records of the historical consumption statistics up to 18:00 on November 20, 2018 (unlimited channels, all calculations )
ERR_EQUIP_NOT_HANE_JADE	There is no dragon jade on the equipment
ERR_EQUIP_JADE_NOT_UPGRADE	The dragon jade on the equipment cannot be upgraded
FairValue	[e30000]Fair Value[-]
SpriteSmeltTips1	A random attribute changes during purification
SpriteSmeltTips2	Randomly increase the upper limit of attribute value
SpriteSmeltTittle	Spirit Equipment Refinement
1147	The purification attribute is full
1148	This equipment cannot be washed
SpriteSmeltTips3	Please close the refining interface before operating
ThisSpriteEquipCannotSmelt	This elf equipment cannot be refined
SmeltAuthenTips1	Forging can randomly add a purification attribute
SmeltAuthenTips2	Random Attribute Refinement Randomly increases existing attributes
backMassage1	Dear Gu fans, if you open the new server within the days of [EAD29C]{0}[-], create a character and reach level 130, and you will get the corresponding proportion of Dragon Coins back according to the historical recharge. [F03F07] Please {1} after opening the server. Reach level 130 within days to receive dragon coins, and no longer will be issued after the deadline [-]
NigBossCdTips1	From Boss Rage there are:
NigBossCdTips2	mad, you're done
ERR_SPRITEEQUIP_SMELTFULL	The purification attribute is full
ERR_SPRITEEQUIP_CANTSMELT	This equipment cannot be washed
NormalDifConfig	generally
HadGet	got
FlopdrawTime	Event time: After the update on June 11th - 24:00 on June 17th
FlopdrawTips	Consume flop coins to flop
FlopdrawTips1	you have reset
ChangeProfessionTitle	switch careers
ChangeProfessionContent	1. After changing the occupation, the player's occupation level, current experience, mount, fashion, elves, enchanting, strengthening, infusion, and advancement will be retained. {n}2. If a character of a certain occupation has been created, when changing to this occupation, the [ff0000] diamonds and dragon coins [-] of the original character will be overwritten. {n}3. The player's current [ff0000] refining attribute [-] effect is retained. {n}4. The player's current forging attribute is changed to the corresponding [ff0000] Forging[-] attribute according to the changed occupation, and the [ff0000] Refinement[-] attribute quality is retained. {n}5. The player's current [ff0000]Dragon Jade[-] is changed to the corresponding attribute Dragon Jade according to the changed occupation. After the change, if there is a dragon jade with the same attribute on the original equipment, the dragon jade with the changed attribute will be put into the backpack. {n}6. The player's current [ff0000] title attribute [-] is changed to the corresponding attribute according to the changed occupation. {n}7. The player's current [ff0000] equipment [-] is changed to the corresponding attribute equipment according to the changed occupation. {n}8. The player's current [ff0000] elf equipment[-] is changed to the corresponding attribute equipment according to the changed occupation. {n}9. The player's current [ff0000] Pokédex bonus [-] is changed to the corresponding attribute bonus of the corresponding occupation. {n}10. The player's current [ff0000] ordinary coat of arms[-] remains unchanged. {n}11. If a profession has been created, when other roles are changed to this profession, the previously created role of the profession will be hidden. When the character is changed to another class again, the original character will be displayed again.
ChangeProfessionOverride	You already have Lv.{0}, username {1}, this occupation will be overwritten after switching
UpgradeProfessionTip	Each time you consume materials to smelt the magic weapon, you can increase the attributes and improve the progress. After the progress value is full, the skill level of the magic weapon or the special attack special effect of the magic weapon will be improved.
ERR_CP_ALREADYACTIVATED	role activated
ERR_CP_PROFESSIONNOTFOUND	Occupation not active
ERR_CP_SKILLNOTFOUND	The skill was not found
ERR_CP_SKILLMAXLEVEL	Reached the highest level
TransferTittle	career switch
Icon_ItemType1	It will automatically switch to this page when changing to this occupation
Icon_ItemType2	Please select an occupation to mark this page
Icon_Char_Emblem1	It will automatically switch to this page when changing to this occupation
Icon_Char_Emblem2	Please select an occupation to mark this page
MonsterPet_SkillActive	[7B6122] The current skill is activated: [FF3018]{0}{1}/6[-][-]
MonsterPet_SkillNotActive	[7B6122] Skill not activated: [787870]{0}[-][-]
MonsterPetCarry	playmates follow
MonsterPetCancel	unfollow
MonsterPetSkillCarry	equipment skills
MonsterPetSkillCancel	Unequip skill
MonsterPetTip1	Collect Affinity Stars from your partner, the more stars, the better the reward
MonsterPetTip2	Carry skills can be used in certain PVE dungeons
Monster_Name	of
MonsterPetSkillCondition	Affinity of all partners reaches {0} stars
MonsterMaster0	Partner Affinity {0}
MonsterSkillActiveTip	Click on a partner's avatar to increase affinity
ERR_FOLLOWER_MONSTER_STAR_LESS	1 star affinity to follow
ERR_FOLLOWER_COMBO_STAR_LESS	All partners have 1 star affinity and can be equipped
ERR_FOLLOWER_MASTER_STAR_LESS	Partner Affinity Star Insufficient
ERR_FOLLOWER_MONSTER_STAR_MAX	Partner Affinity Stars are full
ERR_FOLLOWER_USE_SKILL_FAILED	Partner release skill failed
XSys_Treasure_Myself	my treasure
XSys_Treasure_others	other treasures
QualityFtpTips	Turning on a high frame rate may speed up the power consumption of the mobile phone, heat up, and the mobile phone with lower performance may freeze. Are you sure to turn it on?
QualityImgTips	Turning on the ultra-high image quality may speed up the power consumption of the mobile phone, heat up, and the mobile phone with low performance may freeze. Are you sure to turn it on?
QualityFtpTips1	Whether the current game frame rate is continuously too low to consider reducing the frame rate
MultiActivityDayTips	Open all day
Teasure_Verify	You need {0}{1} items to open the magic box. Are you sure you want to open it?
Teasure_RemainTime	Charges left today
Treasure_Tips	I can't recharge myself, please invite your friends
Treasure_Name	the magic box
Treasure_Lottery	Congratulations to the player [b94cff]{1}[-] in the [b94cff]{0}[-] area for winning the [b94cff]{2}{3}[-]
Treasure_Urge	Open the magic box
Treasure_OpenTips	Tips: The same magic box can only be charged once~
ERR_GTRE_ALLOKHELPED	The same magic box can only be charged once, please look for other magic boxes
ERR_GTRE_ITEMNOTHAVE	Not enough rechargeable items required or this box is already recharged
ERR_GTRE_NOTJOING	It can only be opened after joining the guild
ERR_GTRE_ITEMNUMOVER	The number of times the magic box has been opened in the day has reached the upper limit
ERR_GTRE_HELP	Characters on the same account cannot charge each other.
ERR_PRIVATECHAT_ISSTRANGER	The other party has turned on the prohibition of private chat with strangers
ERR_INVALIDLEVEL	Level too high to use
RuneInfoTab	Rune Configuration
RuneComposeTab	rune upgrade
RuneDecomposeTab	rune disintegration
RuneTab	rune page
BackFlowPayTips	Recharge during the reflow period, the rebate is luxurious to develop a gift
ERR_DirectPass_NotOpen	One-click customs clearance function is not enabled
ERR_DirectPass_LevelLimit	The level does not meet the one-key customs clearance requirements
ERR_MASTER_ENCHANT_TYPE	Wrong type of enchantment stone
ERR_MASTER_ENCHANT_POWER_NOTENOUGH	Common enchantments are not powerful enough to master enchanting
ERR_TREASURES_TIMELESS	Cannot treasure hunt 5 times when the last 100 treasures are left
TreasureRecordTips1	[009F85]{0}[-][6C3C2B] Treasure hunt and get [-]
TreasureRecordTips2	[6C3C2B] Lucky Star Gao Zhao, [009F85]{0}[-] won the grand prize[-]
TreasureRewardOne	return
TreasureRewardFive	Again
TreasureNotEnough	Irene's treasure key is not enough
TreasureTimeTips	Event time: 5:00 on July 18, 2020 - 5:00 on July 23, 2020
ANNIVERSAY_FRESHTIME_LABEL	System refresh {0}
NoSelectReformConsumeItemTips	Note: The modification function will automatically decompose the equipment used for modification, {n} and replace the specified attributes of the modification equipment on the left
SelectReformConsumeItemTips	Select gear for retrofit
UnLegendEquipNoReform	Only legendary equipment can be modified
UnEquiplegendEquip	Not equipped with legendary equipment
NoThisEquip	This equipment does not exist
EquipReformSelectAttrTittle	Specify properties
EquipReformRemoveAttrTittle	Exclude properties
EquipReformRemoveAttrRule	Please exclude unnecessary attributes, at most {0} {n} excluded attributes will not be used to modify new equipment
EquipReformSelectAttrRule	Please specify the properties that will be transformed
CannotSelectAllAttr	Normal attributes and special attributes cannot be excluded at the same time
GotoEquipReform	for retrofit
EquipReform	Retrofit
BackflowTimeLimtedItemColor	[00FF00]{0}
EquipReformHadSelect	Properties have been selected
ExcludeAttrHadMax	Exclude at most {0}
SelectOneConsumeEquip	Please select a Legendary item for the transformation
EquipEnchantResultTitle	enchanting result
EquipEnchantResultTitleMaster	Master Enchantment Results
EquipEnchantResultTip1	After the enchantment, the value will be increased until it is replaced.
EquipEnchantResultTip1Master	After the master is enchanted, the value will be increased until it is replaced.
EquipEnchantResultTip2	Enchantment properties need to be activated to take effect
EquipEnchantResultTip2Master	The master enchantment attribute needs to be activated to take effect
UpperLimit	upper limit
NoStuneAttr	No special properties
DragonNestMasterTitle	Master Ice Dragon
StuneOnlyStune	Only effect attributes replace effect attributes
ERR_SPRITE_BREAKNUM_Max	Has reached the highest level
ERR_SPRITE_NUM_NOTENOUGH	Insufficient materials to advance
ERR_EQUIPNOTREMOULR	This equipment cannot be modified
ERR_REMOULEEQUIPPOSERROR	Only the equipment of the same part can be used for transformation
ERR_EUQIPREMOULEERROR_Type11	No more than 4 identical base attributes
ERR_EUQIPREMOULEERROR_Type12	Cannot have more than 1 identical percentage attribute
ERR_EUQIPREMOULEERROR_Type13	Cannot have more than 2 identical equipment percentage attributes
ERR_EUQIPREMOULEERROR_Type14	Cannot have more than 1 stunt attribute
ERR_EUQIPREMOULEERROR_Type21	Cannot exceed 8 character class attributes
ERR_EUQIPREMOULEERROR_Type22	Cannot exceed 1 character class percentage attribute
ERR_EUQIPREMOULEERROR_Type23	Cannot exceed 2 equipment percentage attributes
ERR_EUQIPREMOULEERROR_Type24	Cannot have more than 1 stunt class attribute
ERR_REMOULEEQUISPECIALATTR	Can no longer add stunt attributes
ERR_REMOULEEQUIPLACKATTR	Equipment is missing random attributes
ERR_REMOULEEQUIPLACKSPECIALATTR	Equipment lacks stunt attributes
LackStuneAttr	Missing stunt attributes
NoLegendEquipInBag	There is no equipment in the backpack for the modification in the same part
ERR_EQUIPNOTCANREMOULE	Equipment cannot be modified
ERR_BAGEQUIPNOTCANBEREMOULE	Equipment in the backpack cannot be used for modding
ERR_ZNZB_PROFESSION_ERR_ROLE	The operation is invalid, and the player's second career is repeated
ERR_ZNZB_PROFESSION_ERR_TEAM	There are players in the team who have switched careers twice
ERR_ZNZB_TEAMMEMBER_IN_MATCH	Other players are matching
ERR_ZNZB_TEAMMEMBER_IN_BATTLE	other team members in battle
ERR_TREASURES_TIMESLESS	When the last 100 treasures are left, you can only hunt for a single treasure
GachaLotteryrDialog	Consumption {0}
GachaTenTips	10 draws will definitely get {0}
GachaOnceTips	{0}({1}/{2}) consumes first
X_Gacha_Probability_Title	Summon intelligence
