Comment	CommentSceneID	ID	Name	PresentID	Type	Tag	Fightgroup	SummonGroup	WalkSpeed	RunSpeed	FloatHeight	RotateSpeed	AttackSpeed	SkillCD	AttackProb	Sight	FightTogetherDis	BeLocked	InBornBuff	AttackBase	MagicAttackBase	MaxHP	Level	PhysicalDef	MagicDef	CritResist2	IconString	ElementDef	MobaExp	MobaExpRange	MobaKillNeedHint	PosIndex	HpSection	IsWander	Block	DynamicBlock	UsingGeneralCutscene	SoloShow	EndShow	Fov	AIStartTime	AIActionGap	IsFixedInCD	FashionTemplate	Highlight	UseMyMesh	ExtraReward	aihit	AiBehavior	InitEnmity	AlwaysHpBar	HideName	ratioleft	ratioright	ratioidle	ratiodistance	ratioskill	ratioexp	navigation	IsNavPingpong	HideInMiniMap	Access	SameBillBoard	HellDrop	PandoraDropIDs	DropIDs	BigMeleePoints	LinkCombo	CanBeManipulate	CritDamageDef	InheriteAtrribute	MaxSuperArmorA	MaxSuperArmorB	MaxSuperArmorC	SuperArmorRecoverSpeedA	SuperArmorRecoveryMaxA	SuperArmorBrokenBuffA	SuperArmorInvincibleTimeA	SuperArmorRecoverSpeedB	SuperArmorRecoveryMaxB	SuperArmorBrokenBuffB	SuperArmorInvincibleTimeB	SuperArmorRecoverSpeedC	SuperArmorRecoveryMaxC	SuperArmorBrokenBuffC	SuperArmorInvincibleTimeC	SuperArmorBrokenStrike	DoodadDrop
寒冰牛头（狮蝎巢穴地狱模式）	2019	222804	携带防御光环的牛头	40284	6				1.4	1.4		10	100	100	0.15	40	10		21239=1	320500	320500	45532600	130										1	FALSE	TRUE		FALSE	FALSE	FALSE		2.5	1.5	TRUE		TRUE			1	Monster_Nest	0			0	0	0	0	0.85	0		1									TRUE			80000	80000	80000														
半石人（狮蝎巢穴地狱模式）	2019	222805	半石人布鲁	55019	1				0.8	2		5	100	100	0.15	40	10			671200	671200	1609901400	130										6	FALSE	TRUE		FALSE	FALSE	TRUE		2.5	1.5	TRUE		TRUE			1	Monster_Nest	0			0	0	0	0	0.85	0		1									TRUE			999999999	999999999	999999999														
女妖娜迦（狮蝎巢穴地狱模式）	2019	222806	女妖娜迦	40286	1				1.5	2.5		10	100	100	0.15	35	10			614400	614400	1609901400	130										6	TRUE	TRUE		FALSE	FALSE	TRUE		2.5	1.5	FALSE		TRUE			1	Monster_Nest	0			0	0	0	0	0.85	0		1									TRUE			999999999	999999999	999999999														
狮蝎机关（狮蝎巢穴地狱模式）	2019	222807	机关	40209	2		4		0	0		0	100	100	1	35	10		1=1	1040600	1040600	27644700	130											FALSE	FALSE		FALSE	FALSE	FALSE		2.5	1.5	TRUE		FALSE			0	Monster_Manticore_Trap	0		TRUE	0.2	0.2	0	0.2	0.2	0.2		1									TRUE			999999999	999999999	999999999														
狮蝎（狮蝎巢穴地狱模式）	2019	222808	狮蝎	40288	1				3	3		10	100	100	0.15	15	10			707100	707100	2195320000	130										10	FALSE	TRUE		FALSE	FALSE	FALSE	55	2.5	1.5	TRUE		TRUE			1	Monster_Nest	0			0	0	0	0	0.85	0		1									TRUE			999999999	999999999	999999999														
小半石人（狮蝎巢穴地狱模式）	2019	222809	半石人小兵	40289	6				0.6	1		5	100	100	0.15	35	10			462000	462000	68298900	130										5	TRUE	TRUE		FALSE	FALSE	FALSE		2.5	1.5	TRUE		TRUE			1	Monster_Nest	0			0	0	0	0	0.85	0		1									TRUE																			
黑色巨人（狮蝎巢穴地狱模式)	2019	222810	黑暗巨人队长	40202	2				1.3	3		10	100	100	0.15	30	10			285300	285300	27644700	130											FALSE	TRUE		FALSE	FALSE	FALSE		2.5	2	FALSE		TRUE			1	Monster	0			0	0	0	0	0.85	0		1									TRUE																			
天启（天启巢穴地狱模式)	2021	223001	天启	40381	1				3	3		5	100	100	0.15	15	10			554300	554300	1996180000	130										10	FALSE	TRUE		TRUE	FALSE	TRUE	55	2.5	1.5	TRUE		TRUE			1	Monster_Nest	0			0	0	0	0	0.85	0		1									TRUE			999999999	999999999	999999999														
骷髅牛头（天启巢穴地狱模式)	2021	223002	骷髅王	40382	1				1.4	1.4		10	100	100	0.15	25	10			554300	554300	1497135000	130										6	FALSE	TRUE		TRUE	FALSE	TRUE		2.5	0.5	TRUE		TRUE			1	Monster	0			0	0	0	0	0.85	0		1									TRUE			999999999	999999999	999999999														
红色幽灵（天启巢穴地狱模式)	2021	223003	死神	40383	1				2	2		10	100	100	0.15	30	10		21241=1	449200	449200	1122851200	130										6	FALSE	TRUE		TRUE	FALSE	TRUE		2.5	0.5	FALSE		TRUE			1	Monster	0			0	0	0	0	0.85	0		1									TRUE			999999999	999999999	999999999														
冰蓝食尸鬼（天启巢穴地狱模式)	2021	223004	食尸鬼	1403	2				0.5	2.5		10	100	100	0.15	30	10			155000	155000	18852800	130											TRUE	FALSE		FALSE	FALSE	FALSE		1.5	2	FALSE		TRUE			1	Monster	0			0.25	0.25	0	0	0.25	0		1									TRUE																			
食尸鬼（天启巢穴地狱模式)	2021	223005	食尸鬼	1402	2				0.5	2.5		10	100	100	0.15	30	10			155000	155000	18852800	130											TRUE	FALSE		FALSE	FALSE	FALSE		1.5	2	FALSE		TRUE			1	Monster	0			0.25	0.25	0	0	0.25	0		1									TRUE																			
灯光（天启巢穴地狱模式)	2021	223006	灯光	1309	2				0	0		10	100	100	1	35	10		21242=1	10600	10600	1900	130											FALSE	FALSE		FALSE	FALSE	FALSE		0.1	0.1	FALSE		FALSE			2	Monster_Stand_TargetHatredList	0			0	0	0	0	0.2	0		1									TRUE																			
死亡骑士分身（天启巢穴地狱模式)	2021	223007	死亡骑士	40387	1				0.6	0.6		10	100	100	0.15	9	10		21241=1	449200	449200	935709400	130										6	FALSE	TRUE		FALSE	FALSE	FALSE		2.5	0.5	FALSE		TRUE			1	Monster	0			0	0	0	0	0.85	0		1									TRUE			999999999	999999999	999999999														
雷兽（天启巢穴地狱模式)	2021	223008	雷兽	55021	1				1	1		10	100	100	0.15	10	10			525900	525900	1559515600	130										5	FALSE	TRUE		FALSE	FALSE	TRUE		2.5	2	FALSE		TRUE			1	Monster_Cyclops_Hellish_star1	0			0	0	0	0	0.85	0		1									TRUE			999999999	999999999	999999999	20	20	2001=1		20	20	2001=1		20	20	2001=1			
小天启（天启巢穴地狱模式)	2021	223009	小天启	40379	2				1	3		10	100	100	0.15	8	10			465300	465300	117830100	130											TRUE	FALSE		FALSE	FALSE	FALSE		2.5	1.5	FALSE		TRUE			1	Monster_Small	0			0	0	0	0	0.85	0		1									TRUE			80000	80000	80000														
天启（天启巢穴地狱模式)	2022	223101	天启	40381	1				3	3		5	100	100	0.15	15	10			583500	583500	2039980000	130										10	FALSE	TRUE		TRUE	FALSE	TRUE	55	2.5	1.5	TRUE		TRUE			1	Monster_Nest	0			0	0	0	0	0.85	0		1									TRUE			999999999	999999999	999999999														
骷髅牛头（天启巢穴地狱模式)	2022	223102	骷髅王	40382	1				1.4	1.4		10	100	100	0.15	25	10			583500	583500	1529985000	130										6	FALSE	TRUE		TRUE	FALSE	TRUE		2.5	0.5	TRUE		TRUE			1	Monster	0			0	0	0	0	0.85	0		1									TRUE			999999999	999999999	999999999														
红色幽灵（天启巢穴地狱模式)	2022	223103	死神	40383	1				2	2		10	100	100	0.15	30	10		21241=1	472900	472900	1147488700	130										6	FALSE	TRUE		TRUE	FALSE	TRUE		2.5	0.5	FALSE		TRUE			1	Monster	0			0	0	0	0	0.85	0		1									TRUE			999999999	999999999	999999999														
冰蓝食尸鬼（天启巢穴地狱模式)	2022	223104	食尸鬼	1403	2				0.5	2.5		10	100	100	0.15	30	10			163200	163200	19266500	130											TRUE	FALSE		FALSE	FALSE	FALSE		1.5	2	FALSE		TRUE			1	Monster	0			0.25	0.25	0	0	0.25	0		1									TRUE																			
食尸鬼（天启巢穴地狱模式)	2022	223105	食尸鬼	1402	2				0.5	2.5		10	100	100	0.15	30	10			163200	163200	19266500	130											TRUE	FALSE		FALSE	FALSE	FALSE		1.5	2	FALSE		TRUE			1	Monster	0			0.25	0.25	0	0	0.25	0		1									TRUE																			
灯光（天启巢穴地狱模式)	2022	223106	灯光	1309	2				0	0		10	100	100	1	35	10		21242=1	11200	11200	1900	130											FALSE	FALSE		FALSE	FALSE	FALSE		0.1	0.1	FALSE		FALSE			2	Monster_Stand_TargetHatredList	0			0	0	0	0	0.2	0		1									TRUE																			
死亡骑士分身（天启巢穴地狱模式)	2022	223107	死亡骑士	40387	1				0.6	0.6		10	100	100	0.15	9	10		21241=1	472900	472900	956240600	130										6	FALSE	TRUE		FALSE	FALSE	FALSE		2.5	0.5	FALSE		TRUE			1	Monster	0			0	0	0	0	0.85	0		1									TRUE			999999999	999999999	999999999														
雷兽（天启巢穴地狱模式)	2022	223108	雷兽	55022	1				1	1		10	100	100	0.15	10	10			553600	553600	1593734400	130										5	FALSE	TRUE		FALSE	FALSE	TRUE		2.5	2	FALSE		TRUE			1	Monster_Cyclops_Hellish_star2	0			0	0	0	0	0.85	0		1									TRUE			999999999	999999999	999999999	20	20	2001=1		20	20	2001=1		20	20	2001=1			
小天启（天启巢穴地狱模式)	2022	223109	小天启	40379	2				1	3		10	100	100	0.15	8	10			489800	489800	120415500	130											TRUE	FALSE		FALSE	FALSE	FALSE		2.5	1.5	FALSE		TRUE			1	Monster_Small	0			0	0	0	0	0.85	0		1									TRUE			80000	80000	80000														
天启（天启巢穴地狱模式)	2023	223201	天启	40381	1				3	3		5	100	100	0.15	15	10			594500	594500	2053470000	130										10	FALSE	TRUE		TRUE	FALSE	TRUE	55	2.5	1.5	TRUE		TRUE			1	Monster_Nest	0			0	0	0	0	0.85	0		1									TRUE			999999999	999999999	999999999														
骷髅牛头（天启巢穴地狱模式)	2023	223202	骷髅王	40382	1				1.4	1.4		10	100	100	0.15	25	10			594500	594500	1540102500	130										6	FALSE	TRUE		TRUE	FALSE	TRUE		2.5	0.5	TRUE		TRUE			1	Monster	0			0	0	0	0	0.85	0		1									TRUE			999999999	999999999	999999999														
红色幽灵（天启巢穴地狱模式)	2023	223203	死神	40383	1				2	2		10	100	100	0.15	30	10		21241=1	481800	481800	1155076900	130										6	FALSE	TRUE		TRUE	FALSE	TRUE		2.5	0.5	FALSE		TRUE			1	Monster	0			0	0	0	0	0.85	0		1									TRUE			999999999	999999999	999999999														
冰蓝食尸鬼（天启巢穴地狱模式)	2023	223204	食尸鬼	1403	2				0.5	2.5		10	100	100	0.15	30	10			166200	166200	19393900	130											TRUE	FALSE		FALSE	FALSE	FALSE		1.5	2	FALSE		TRUE			1	Monster	0			0.25	0.25	0	0	0.25	0		1									TRUE																			
食尸鬼（天启巢穴地狱模式)	2023	223205	食尸鬼	1402	2				0.5	2.5		10	100	100	0.15	30	10			166200	166200	19393900	130											TRUE	FALSE		FALSE	FALSE	FALSE		1.5	2	FALSE		TRUE			1	Monster	0			0.25	0.25	0	0	0.25	0		1									TRUE																			
灯光（天启巢穴地狱模式)	2023	223206	灯光	1309	2				0	0		10	100	100	1	35	10		21242=1	11400	11400	1900	130											FALSE	FALSE		FALSE	FALSE	FALSE		0.1	0.1	FALSE		FALSE			2	Monster_Stand_TargetHatredList	0			0	0	0	0	0.2	0		1									TRUE																			
死亡骑士分身（天启巢穴地狱模式)	2023	223207	死亡骑士	40387	1				0.6	0.6		10	100	100	0.15	9	10		21241=1	481800	481800	962564100	130										6	FALSE	TRUE		FALSE	FALSE	FALSE		2.5	0.5	FALSE		TRUE			1	Monster	0			0	0	0	0	0.85	0		1									TRUE			999999999	999999999	999999999														
雷兽（天启巢穴地狱模式)	2023	223208	雷兽	55023	1				1	1		10	100	100	0.15	10	10			564000	564000	1604273500	130										5	FALSE	TRUE		FALSE	FALSE	TRUE		2.5	2	FALSE		TRUE			1	Monster_Cyclops_Hellish_star3	0			0	0	0	0	0.85	0		1									TRUE			999999999	999999999	999999999	20	20	2001=1		20	20	2001=1		20	20	2001=1			
小天启（天启巢穴地狱模式)	2023	223209	小天启	40379	2				1	3		10	100	100	0.15	8	10			499000	499000	121211800	130											TRUE	FALSE		FALSE	FALSE	FALSE		2.5	1.5	FALSE		TRUE			1	Monster_Small	0			0	0	0	0	0.85	0		1									TRUE			80000	80000	80000														
天启（天启巢穴地狱模式)	2024	223301	天启	40381	1				3	3		5	100	100	0.15	15	10			612700	612700	2079010000	130										10	FALSE	TRUE		TRUE	FALSE	TRUE	55	2.5	1.5	TRUE		TRUE			1	Monster_Nest	0			0	0	0	0	0.85	0		1									TRUE			999999999	999999999	999999999														
骷髅牛头（天启巢穴地狱模式)	2024	223302	骷髅王	40382	1				1.4	1.4		10	100	100	0.15	25	10			612700	612700	1559257500	130										6	FALSE	TRUE		TRUE	FALSE	TRUE		2.5	0.5	TRUE		TRUE			1	Monster	0			0	0	0	0	0.85	0		1									TRUE			999999999	999999999	999999999														
红色幽灵（天启巢穴地狱模式)	2024	223303	死神	40383	1				2	2		10	100	100	0.15	30	10		21241=1	496500	496500	1169443100	130										6	FALSE	TRUE		TRUE	FALSE	TRUE		2.5	0.5	FALSE		TRUE			1	Monster	0			0	0	0	0	0.85	0		1									TRUE			999999999	999999999	999999999														
冰蓝食尸鬼（天启巢穴地狱模式)	2024	223304	食尸鬼	1403	2				0.5	2.5		10	100	100	0.15	30	10			171300	171300	19635100	130											TRUE	FALSE		FALSE	FALSE	FALSE		1.5	2	FALSE		TRUE			1	Monster	0			0.25	0.25	0	0	0.25	0		1									TRUE																			
食尸鬼（天启巢穴地狱模式)	2024	223305	食尸鬼	1402	2				0.5	2.5		10	100	100	0.15	30	10			171300	171300	19635100	130											TRUE	FALSE		FALSE	FALSE	FALSE		1.5	2	FALSE		TRUE			1	Monster	0			0.25	0.25	0	0	0.25	0		1									TRUE																			
灯光（天启巢穴地狱模式)	2024	223306	灯光	1309	2				0	0		10	100	100	1	35	10		21242=1	11700	11700	2000	130											FALSE	FALSE		FALSE	FALSE	FALSE		0.1	0.1	FALSE		FALSE			2	Monster_Stand_TargetHatredList	0			0	0	0	0	0.2	0		1									TRUE																			
死亡骑士分身（天启巢穴地狱模式)	2024	223307	死亡骑士	40387	1				0.6	0.6		10	100	100	0.15	9	10		21241=1	496500	496500	974535900	130										6	FALSE	TRUE		FALSE	FALSE	FALSE		2.5	0.5	FALSE		TRUE			1	Monster	0			0	0	0	0	0.85	0		1									TRUE			999999999	999999999	999999999														
雷兽（天启巢穴地狱模式)	2024	223308	雷兽	55024	1				1	1		10	100	100	0.15	10	10			581300	581300	1624226600	130										5	FALSE	TRUE		FALSE	FALSE	TRUE		2.5	2	FALSE		TRUE			1	Monster_Cyclops_Hellish_star4	0			0	0	0	0	0.85	0		1									TRUE			999999999	999999999	999999999	20	20	2001=1		20	20	2001=1		20	20	2001=1			
小天启（天启巢穴地狱模式)	2024	223309	小天启	40379	2				1	3		10	100	100	0.15	8	10			514300	514300	122719300	130											TRUE	FALSE		FALSE	FALSE	FALSE		2.5	1.5	FALSE		TRUE			1	Monster_Small	0			0	0	0	0	0.85	0		1									TRUE			80000	80000	80000														
天启（天启巢穴地狱模式)	2025	223401	天启	40381	1				3	3		5	100	100	0.15	15	10			649100	649100	2125400000	130										10	FALSE	TRUE		TRUE	FALSE	TRUE	55	2.5	1.5	TRUE		TRUE			1	Monster_Nest	0			0	0	0	0	0.85	0		1									TRUE			999999999	999999999	999999999														
骷髅牛头（天启巢穴地狱模式)	2025	223402	骷髅王	40382	1				1.4	1.4		10	100	100	0.15	25	10			649100	649100	1594050000	130										6	FALSE	TRUE		TRUE	FALSE	TRUE		2.5	0.5	TRUE		TRUE			1	Monster	0			0	0	0	0	0.85	0		1									TRUE			999999999	999999999	999999999														
红色幽灵（天启巢穴地狱模式)	2025	223403	死神	40383	1				2	2		10	100	100	0.15	30	10		21241=1	526000	526000	1195537500	130										6	FALSE	TRUE		TRUE	FALSE	TRUE		2.5	0.5	FALSE		TRUE			1	Monster	0			0	0	0	0	0.85	0		1									TRUE			999999999	999999999	999999999														
冰蓝食尸鬼（天启巢穴地狱模式)	2025	223404	食尸鬼	1403	2				0.5	2.5		10	100	100	0.15	30	10			181500	181500	20073200	130											TRUE	FALSE		FALSE	FALSE	FALSE		1.5	2	FALSE		TRUE			1	Monster	0			0.25	0.25	0	0	0.25	0		1									TRUE																			
食尸鬼（天启巢穴地狱模式)	2025	223405	食尸鬼	1402	2				0.5	2.5		10	100	100	0.15	30	10			181500	181500	20073200	130											TRUE	FALSE		FALSE	FALSE	FALSE		1.5	2	FALSE		TRUE			1	Monster	0			0.25	0.25	0	0	0.25	0		1									TRUE																			
灯光（天启巢穴地狱模式)	2025	223406	灯光	1309	2				0	0		10	100	100	1	35	10		21242=1	12400	12400	2000	130											FALSE	FALSE		FALSE	FALSE	FALSE		0.1	0.1	FALSE		FALSE			2	Monster_Stand_TargetHatredList	0			0	0	0	0	0.2	0		1									TRUE																			
死亡骑士分身（天启巢穴地狱模式)	2025	223407	死亡骑士	40387	1				0.6	0.6		10	100	100	0.15	9	10		21241=1	526000	526000	996281300	130										6	FALSE	TRUE		FALSE	FALSE	FALSE		2.5	0.5	FALSE		TRUE			1	Monster	0			0	0	0	0	0.85	0		1									TRUE			999999999	999999999	999999999														
雷兽（天启巢穴地狱模式)	2025	223408	雷兽	55025	1				1	1		10	100	100	0.15	10	10			615800	615800	1660468800	130										5	FALSE	TRUE		FALSE	FALSE	TRUE		2.5	2	FALSE		TRUE			1	Monster_Cyclops_Hellish_star5	0			0	0	0	0	0.85	0		1									TRUE			999999999	999999999	999999999	20	20	2001=1		20	20	2001=1		20	20	2001=1			
小天启（天启巢穴地狱模式)	2025	223409	小天启	40379	2				1	3		10	100	100	0.15	8	10			544800	544800	125457600	130											TRUE	FALSE		FALSE	FALSE	FALSE		2.5	1.5	FALSE		TRUE			1	Monster_Small	0			0	0	0	0	0.85	0		1									TRUE			80000	80000	80000														
天启（天启巢穴地狱模式)	2026	223501	天启	40381	1				3	3		5	100	100	0.15	15	10			652700	652700	2130100000	130										10	FALSE	TRUE		TRUE	FALSE	TRUE	55	2.5	1.5	TRUE		TRUE			1	Monster_Nest	0			0	0	0	0	0.85	0		1									TRUE			999999999	999999999	999999999														
骷髅牛头（天启巢穴地狱模式)	2026	223502	骷髅王	40382	1				1.4	1.4		10	100	100	0.15	25	10			652700	652700	1597575000	130										6	FALSE	TRUE		TRUE	FALSE	TRUE		2.5	0.5	TRUE		TRUE			1	Monster	0			0	0	0	0	0.85	0		1									TRUE			999999999	999999999	999999999														
红色幽灵（天启巢穴地狱模式)	2026	223503	死神	40383	1				2	2		10	100	100	0.15	30	10		21241=1	528900	528900	1198181200	130										6	FALSE	TRUE		TRUE	FALSE	TRUE		2.5	0.5	FALSE		TRUE			1	Monster	0			0	0	0	0	0.85	0		1									TRUE			999999999	999999999	999999999														
冰蓝食尸鬼（天启巢穴地狱模式)	2026	223504	食尸鬼	1403	2				0.5	2.5		10	100	100	0.15	30	10			182500	182500	20117600	130											TRUE	FALSE		FALSE	FALSE	FALSE		1.5	2	FALSE		TRUE			1	Monster	0			0.25	0.25	0	0	0.25	0		1									TRUE																			
食尸鬼（天启巢穴地狱模式)	2026	223505	食尸鬼	1402	2				0.5	2.5		10	100	100	0.15	30	10			182500	182500	20117600	130											TRUE	FALSE		FALSE	FALSE	FALSE		1.5	2	FALSE		TRUE			1	Monster	0			0.25	0.25	0	0	0.25	0		1									TRUE																			
灯光（天启巢穴地狱模式)	2026	223506	灯光	1309	2				0	0		10	100	100	1	35	10		21242=1	12500	12500	2000	130											FALSE	FALSE		FALSE	FALSE	FALSE		0.1	0.1	FALSE		FALSE			2	Monster_Stand_TargetHatredList	0			0	0	0	0	0.2	0		1									TRUE																			
死亡骑士分身（天启巢穴地狱模式)	2026	223507	死亡骑士	40387	1				0.6	0.6		10	100	100	0.15	9	10		21241=1	528900	528900	998484400	130										6	FALSE	TRUE		FALSE	FALSE	FALSE		2.5	0.5	FALSE		TRUE			1	Monster	0			0	0	0	0	0.85	0		1									TRUE			999999999	999999999	999999999														
雷兽（天启巢穴地狱模式)	2026	223508	雷兽	55026	1				1	1		10	100	100	0.15	10	10			619200	619200	1664140600	130										5	FALSE	TRUE		FALSE	FALSE	TRUE		2.5	2	FALSE		TRUE			1	Monster_Cyclops_Hellish_star6	0			0	0	0	0	0.85	0		1									TRUE			999999999	999999999	999999999	20	20	2001=1		20	20	2001=1		20	20	2001=1			
小天启（天启巢穴地狱模式)	2026	223509	小天启	40379	2				1	3		10	100	100	0.15	8	10			547900	547900	125735100	130											TRUE	FALSE		FALSE	FALSE	FALSE		2.5	1.5	FALSE		TRUE			1	Monster_Small	0			0	0	0	0	0.85	0		1									TRUE			80000	80000	80000														
天启（天启巢穴地狱模式)	2027	223601	天启	40381	1				3	3		5	100	100	0.15	15	10			670900	670900	2153220000	130										10	FALSE	TRUE		TRUE	FALSE	TRUE	55	2.5	1.5	TRUE		TRUE			1	Monster_Nest	0			0	0	0	0	0.85	0		1									TRUE			999999999	999999999	999999999														
骷髅牛头（天启巢穴地狱模式)	2027	223602	骷髅王	40382	1				1.4	1.4		10	100	100	0.15	25	10			670900	670900	1614915000	130										6	FALSE	TRUE		TRUE	FALSE	TRUE		2.5	0.5	TRUE		TRUE			1	Monster	0			0	0	0	0	0.85	0		1									TRUE			999999999	999999999	999999999														
红色幽灵（天启巢穴地狱模式)	2027	223603	死神	40383	1				2	2		10	100	100	0.15	30	10		21241=1	543700	543700	1211186200	130										6	FALSE	TRUE		TRUE	FALSE	TRUE		2.5	0.5	FALSE		TRUE			1	Monster	0			0	0	0	0	0.85	0		1									TRUE			999999999	999999999	999999999														
冰蓝食尸鬼（天启巢穴地狱模式)	2027	223604	食尸鬼	1403	2				0.5	2.5		10	100	100	0.15	30	10			187600	187600	20336000	130											TRUE	FALSE		FALSE	FALSE	FALSE		1.5	2	FALSE		TRUE			1	Monster	0			0.25	0.25	0	0	0.25	0		1									TRUE																			
食尸鬼（天启巢穴地狱模式)	2027	223605	食尸鬼	1402	2				0.5	2.5		10	100	100	0.15	30	10			187600	187600	20336000	130											TRUE	FALSE		FALSE	FALSE	FALSE		1.5	2	FALSE		TRUE			1	Monster	0			0.25	0.25	0	0	0.25	0		1									TRUE																			
灯光（天启巢穴地狱模式)	2027	223606	灯光	1309	2				0	0		10	100	100	1	35	10		21242=1	12900	12900	2000	130											FALSE	FALSE		FALSE	FALSE	FALSE		0.1	0.1	FALSE		FALSE			2	Monster_Stand_TargetHatredList	0			0	0	0	0	0.2	0		1									TRUE																			
死亡骑士分身（天启巢穴地狱模式)	2027	223607	死亡骑士	40387	1				0.6	0.6		10	100	100	0.15	9	10		21241=1	543700	543700	1009321900	130										6	FALSE	TRUE		FALSE	FALSE	FALSE		2.5	0.5	FALSE		TRUE			1	Monster	0			0	0	0	0	0.85	0		1									TRUE			999999999	999999999	999999999														
雷兽（天启巢穴地狱模式)	2027	223608	雷兽	55027	1				1	1		10	100	100	0.15	10	10			636500	636500	1682203100	130										5	FALSE	TRUE		FALSE	FALSE	TRUE		2.5	2	FALSE		TRUE			1	Monster_Cyclops_Hellish_star7	0			0	0	0	0	0.85	0		1									TRUE			999999999	999999999	999999999	20	20	2001=1		20	20	2001=1		20	20	2001=1			
小天启（天启巢穴地狱模式)	2027	223609	小天启	40379	2				1	3		10	100	100	0.15	8	10			563100	563100	127099800	130											TRUE	FALSE		FALSE	FALSE	FALSE		2.5	1.5	FALSE		TRUE			1	Monster_Small	0			0	0	0	0	0.85	0		1									TRUE			80000	80000	80000														
天启（天启巢穴地狱模式)	2028	223701	天启	40381	1				3	3		5	100	100	0.15	15	10			692600	692600	2180120000	130										10	FALSE	TRUE		TRUE	FALSE	TRUE	55	2.5	1.5	TRUE		TRUE			1	Monster_Nest	0			0	0	0	0	0.85	0		1									TRUE			999999999	999999999	999999999														
骷髅牛头（天启巢穴地狱模式)	2028	223702	骷髅王	40382	1				1.4	1.4		10	100	100	0.15	25	10			692600	692600	1635090000	130										6	FALSE	TRUE		TRUE	FALSE	TRUE		2.5	0.5	TRUE		TRUE			1	Monster	0			0	0	0	0	0.85	0		1									TRUE			999999999	999999999	999999999														
红色幽灵（天启巢穴地狱模式)	2028	223703	死神	40383	1				2	2		10	100	100	0.15	30	10		21241=1	561300	561300	1226317500	130										6	FALSE	TRUE		TRUE	FALSE	TRUE		2.5	0.5	FALSE		TRUE			1	Monster	0			0	0	0	0	0.85	0		1									TRUE			999999999	999999999	999999999														
冰蓝食尸鬼（天启巢穴地狱模式)	2028	223704	食尸鬼	1403	2				0.5	2.5		10	100	100	0.15	30	10			193700	193700	20590000	130											TRUE	FALSE		FALSE	FALSE	FALSE		1.5	2	FALSE		TRUE			1	Monster	0			0.25	0.25	0	0	0.25	0		1									TRUE																			
食尸鬼（天启巢穴地狱模式)	2028	223705	食尸鬼	1402	2				0.5	2.5		10	100	100	0.15	30	10			193700	193700	20590000	130											TRUE	FALSE		FALSE	FALSE	FALSE		1.5	2	FALSE		TRUE			1	Monster	0			0.25	0.25	0	0	0.25	0		1									TRUE																			
灯光（天启巢穴地狱模式)	2028	223706	灯光	1309	2				0	0		10	100	100	1	35	10		21242=1	13300	13300	2100	130											FALSE	FALSE		FALSE	FALSE	FALSE		0.1	0.1	FALSE		FALSE			2	Monster_Stand_TargetHatredList	0			0	0	0	0	0.2	0		1									TRUE																			
死亡骑士分身（天启巢穴地狱模式)	2028	223707	死亡骑士	40387	1				0.6	0.6		10	100	100	0.15	9	10		21241=1	561300	561300	1021931300	130										6	FALSE	TRUE		FALSE	FALSE	FALSE		2.5	0.5	FALSE		TRUE			1	Monster	0			0	0	0	0	0.85	0		1									TRUE			999999999	999999999	999999999														
雷兽（天启巢穴地狱模式)	2028	223708	雷兽	55028	1				1	1		10	100	100	0.15	10	10			657100	657100	1703218800	130										5	FALSE	TRUE		FALSE	FALSE	TRUE		2.5	2	FALSE		TRUE			1	Monster_Cyclops_Hellish_star8	0			0	0	0	0	0.85	0		1									TRUE			999999999	999999999	999999999	20	20	2001=1		20	20	2001=1		20	20	2001=1			
小天启（天启巢穴地狱模式)	2028	223709	小天启	40379	2				1	3		10	100	100	0.15	8	10			581400	581400	128687600	130											TRUE	FALSE		FALSE	FALSE	FALSE		2.5	1.5	FALSE		TRUE			1	Monster_Small	0			0	0	0	0	0.85	0		1									TRUE			80000	80000	80000														
天启（天启巢穴地狱模式)	2029	223801	天启	40381	1				3	3		5	100	100	0.15	15	10			736100	736100	2229240000	130										10	FALSE	TRUE		TRUE	FALSE	TRUE	55	2.5	1.5	TRUE		TRUE			1	Monster_Nest	0			0	0	0	0	0.85	0		1									TRUE			999999999	999999999	999999999														
骷髅牛头（天启巢穴地狱模式)	2029	223802	骷髅王	40382	1				1.4	1.4		10	100	100	0.15	25	10			736100	736100	1671930000	130										6	FALSE	TRUE		TRUE	FALSE	TRUE		2.5	0.5	TRUE		TRUE			1	Monster	0			0	0	0	0	0.85	0		1									TRUE			999999999	999999999	999999999														
红色幽灵（天启巢穴地狱模式)	2029	223803	死神	40383	1				2	2		10	100	100	0.15	30	10		21241=1	596500	596500	1253947500	130										6	FALSE	TRUE		TRUE	FALSE	TRUE		2.5	0.5	FALSE		TRUE			1	Monster	0			0	0	0	0	0.85	0		1									TRUE			999999999	999999999	999999999														
冰蓝食尸鬼（天启巢穴地狱模式)	2029	223804	食尸鬼	1403	2				0.5	2.5		10	100	100	0.15	30	10			205800	205800	21053900	130											TRUE	FALSE		FALSE	FALSE	FALSE		1.5	2	FALSE		TRUE			1	Monster	0			0.25	0.25	0	0	0.25	0		1									TRUE																			
