id	percent	maxhp_ratio1	atk_ratio1	def_ratio1	maxhp_ratio2	atk_ratio2	def_ratio2	maxhp_ratio3	atk_ratio3	def_ratio3	maxhp_ratio4	atk_ratio4	def_ratio4	maxhp_ratio5	atk_ratio5	def_ratio5	maxhp_ratio6	atk_ratio6	def_ratio6
714	287	322	646	322	322	646	322	2870	2870	2870	2870	2870	2870	2870	2870	2870	2870	2870	2870
715	286	320	640	320	320	640	320	2860	2860	2860	2860	2860	2860	2860	2860	2860	2860	2860	2860
716	285	318	634	318	318	634	318	2850	2850	2850	2850	2850	2850	2850	2850	2850	2850	2850	2850
717	284	316	628	316	316	628	316	2840	2840	2840	2840	2840	2840	2840	2840	2840	2840	2840	2840
718	283	314	622	314	314	622	314	2830	2830	2830	2830	2830	2830	2830	2830	2830	2830	2830	2830
719	282	312	616	312	312	616	312	2820	2820	2820	2820	2820	2820	2820	2820	2820	2820	2820	2820
720	281	310	610	310	310	610	310	2810	2810	2810	2810	2810	2810	2810	2810	2810	2810	2810	2810
721	280	308	604	308	308	604	308	2800	2800	2800	2800	2800	2800	2800	2800	2800	2800	2800	2800
722	279	306	598	306	306	598	306	2790	2790	2790	2790	2790	2790	2790	2790	2790	2790	2790	2790
723	278	304	592	304	304	592	304	2780	2780	2780	2780	2780	2780	2780	2780	2780	2780	2780	2780
724	277	302	586	302	302	586	302	2770	2770	2770	2770	2770	2770	2770	2770	2770	2770	2770	2770
725	276	300	580	300	300	580	300	2760	2760	2760	2760	2760	2760	2760	2760	2760	2760	2760	2760
726	275	298	574	298	298	574	298	2750	2750	2750	2750	2750	2750	2750	2750	2750	2750	2750	2750
727	274	296	568	296	296	568	296	2740	2740	2740	2740	2740	2740	2740	2740	2740	2740	2740	2740
728	273	294	562	294	294	562	294	2730	2730	2730	2730	2730	2730	2730	2730	2730	2730	2730	2730
729	272	292	556	292	292	556	292	2720	2720	2720	2720	2720	2720	2720	2720	2720	2720	2720	2720
730	271	290	550	290	290	550	290	2710	2710	2710	2710	2710	2710	2710	2710	2710	2710	2710	2710
731	270	288	544	288	288	544	288	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700	2700
732	269	286	538	286	286	538	286	2690	2690	2690	2690	2690	2690	2690	2690	2690	2690	2690	2690
733	268	284	532	284	284	532	284	2680	2680	2680	2680	2680	2680	2680	2680	2680	2680	2680	2680
734	267	282	526	282	282	526	282	2670	2670	2670	2670	2670	2670	2670	2670	2670	2670	2670	2670
735	266	280	520	280	280	520	280	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660	2660
736	265	278	514	278	278	514	278	2650	2650	2650	2650	2650	2650	2650	2650	2650	2650	2650	2650
737	264	276	508	276	276	508	276	2640	2640	2640	2640	2640	2640	2640	2640	2640	2640	2640	2640
738	263	274	502	274	274	502	274	2630	2630	2630	2630	2630	2630	2630	2630	2630	2630	2630	2630
739	262	272	496	272	272	496	272	2620	2620	2620	2620	2620	2620	2620	2620	2620	2620	2620	2620
740	261	270	490	270	270	490	270	2610	2610	2610	2610	2610	2610	2610	2610	2610	2610	2610	2610
741	260	268	484	268	268	484	268	2600	2600	2600	2600	2600	2600	2600	2600	2600	2600	2600	2600
742	259	266	478	266	266	478	266	2590	2590	2590	2590	2590	2590	2590	2590	2590	2590	2590	2590
743	258	264	472	264	264	472	264	2580	2580	2580	2580	2580	2580	2580	2580	2580	2580	2580	2580
744	257	262	466	262	262	466	262	2570	2570	2570	2570	2570	2570	2570	2570	2570	2570	2570	2570
745	256	260	460	260	260	460	260	2560	2560	2560	2560	2560	2560	2560	2560	2560	2560	2560	2560
746	255	258	454	258	258	454	258	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550	2550
747	254	256	448	256	256	448	256	2540	2540	2540	2540	2540	2540	2540	2540	2540	2540	2540	2540
748	253	254	442	254	254	442	254	2530	2530	2530	2530	2530	2530	2530	2530	2530	2530	2530	2530
749	252	252	436	252	252	436	252	2520	2520	2520	2520	2520	2520	2520	2520	2520	2520	2520	2520
750	251	250	430	250	250	430	250	2510	2510	2510	2510	2510	2510	2510	2510	2510	2510	2510	2510
751	250	248	424	248	248	424	248	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500	2500
752	249	246	418	246	246	418	246	2490	2490	2490	2490	2490	2490	2490	2490	2490	2490	2490	2490
753	248	244	412	244	244	412	244	2480	2480	2480	2480	2480	2480	2480	2480	2480	2480	2480	2480
754	247	242	406	242	242	406	242	2470	2470	2470	2470	2470	2470	2470	2470	2470	2470	2470	2470
755	246	240	400	240	240	400	240	2460	2460	2460	2460	2460	2460	2460	2460	2460	2460	2460	2460
756	245	238	394	238	238	394	238	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450	2450
757	244	236	388	236	236	388	236	2440	2440	2440	2440	2440	2440	2440	2440	2440	2440	2440	2440
758	243	234	382	234	234	382	234	2430	2430	2430	2430	2430	2430	2430	2430	2430	2430	2430	2430
759	242	232	376	232	232	376	232	2420	2420	2420	2420	2420	2420	2420	2420	2420	2420	2420	2420
760	241	230	370	230	230	370	230	2410	2410	2410	2410	2410	2410	2410	2410	2410	2410	2410	2410
761	240	228	364	228	228	364	228	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400	2400
762	239	226	358	226	226	358	226	2390	2390	2390	2390	2390	2390	2390	2390	2390	2390	2390	2390
763	238	224	352	224	224	352	224	2380	2380	2380	2380	2380	2380	2380	2380	2380	2380	2380	2380
764	237	222	346	222	222	346	222	2370	2370	2370	2370	2370	2370	2370	2370	2370	2370	2370	2370
765	236	220	340	220	220	340	220	2360	2360	2360	2360	2360	2360	2360	2360	2360	2360	2360	2360
766	235	218	334	218	218	334	218	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350	2350
767	234	216	328	216	216	328	216	2340	2340	2340	2340	2340	2340	2340	2340	2340	2340	2340	2340
768	233	214	322	214	214	322	214	2330	2330	2330	2330	2330	2330	2330	2330	2330	2330	2330	2330
769	232	212	316	212	212	316	212	2320	2320	2320	2320	2320	2320	2320	2320	2320	2320	2320	2320
770	231	210	310	210	210	310	210	2310	2310	2310	2310	2310	2310	2310	2310	2310	2310	2310	2310
771	230	208	304	208	208	304	208	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300	2300
772	229	206	298	206	206	298	206	2290	2290	2290	2290	2290	2290	2290	2290	2290	2290	2290	2290
773	228	204	292	204	204	292	204	2280	2280	2280	2280	2280	2280	2280	2280	2280	2280	2280	2280
774	227	202	286	202	202	286	202	2270	2270	2270	2270	2270	2270	2270	2270	2270	2270	2270	2270
775	226	200	280	200	200	280	200	2260	2260	2260	2260	2260	2260	2260	2260	2260	2260	2260	2260
776	225	198	274	198	198	274	198	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250	2250
777	224	196	268	196	196	268	196	2240	2240	2240	2240	2240	2240	2240	2240	2240	2240	2240	2240
778	223	194	262	194	194	262	194	2230	2230	2230	2230	2230	2230	2230	2230	2230	2230	2230	2230
779	222	192	256	192	192	256	192	2220	2220	2220	2220	2220	2220	2220	2220	2220	2220	2220	2220
780	221	190	250	190	190	250	190	2210	2210	2210	2210	2210	2210	2210	2210	2210	2210	2210	2210
781	220	188	244	188	188	244	188	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200	2200
782	219	186	238	186	186	238	186	2190	2190	2190	2190	2190	2190	2190	2190	2190	2190	2190	2190
783	218	184	232	184	184	232	184	2180	2180	2180	2180	2180	2180	2180	2180	2180	2180	2180	2180
784	217	182	226	182	182	226	182	2170	2170	2170	2170	2170	2170	2170	2170	2170	2170	2170	2170
785	216	180	220	180	180	220	180	2160	2160	2160	2160	2160	2160	2160	2160	2160	2160	2160	2160
786	215	178	214	178	178	214	178	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150	2150
787	214	176	208	176	176	208	176	2140	2140	2140	2140	2140	2140	2140	2140	2140	2140	2140	2140
788	213	174	202	174	174	202	174	2130	2130	2130	2130	2130	2130	2130	2130	2130	2130	2130	2130
789	212	172	196	172	172	196	172	2120	2120	2120	2120	2120	2120	2120	2120	2120	2120	2120	2120
790	211	170	190	170	170	190	170	2110	2110	2110	2110	2110	2110	2110	2110	2110	2110	2110	2110
791	210	168	184	168	168	184	168	2100	2100	2100	2100	2100	2100	2100	2100	2100	2100	2100	2100
792	209	166	178	166	166	178	166	2090	2090	2090	2090	2090	2090	2090	2090	2090	2090	2090	2090
793	208	164	172	164	164	172	164	2080	2080	2080	2080	2080	2080	2080	2080	2080	2080	2080	2080
794	207	162	166	162	162	166	162	2070	2070	2070	2070	2070	2070	2070	2070	2070	2070	2070	2070
795	206	160	160	160	160	160	160	2060	2060	2060	2060	2060	2060	2060	2060	2060	2060	2060	2060
796	205	158	154	158	158	154	158	2050	2050	2050	2050	2050	2050	2050	2050	2050	2050	2050	2050
797	204	156	148	156	156	148	156	2040	2040	2040	2040	2040	2040	2040	2040	2040	2040	2040	2040
798	203	154	142	154	154	142	154	2030	2030	2030	2030	2030	2030	2030	2030	2030	2030	2030	2030
799	202	153	141	153	153	141	153	2020	2020	2020	2020	2020	2020	2020	2020	2020	2020	2020	2020
800	201	152	140	152	152	140	152	2010	2010	2010	2010	2010	2010	2010	2010	2010	2010	2010	2010
801	200	151	139	151	151	139	151	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000	2000
802	199	151	139	151	151	139	151	1990	1990	1990	1990	1990	1990	1990	1990	1990	1990	1990	1990
803	198	151	139	151	151	139	151	1980	1980	1980	1980	1980	1980	1980	1980	1980	1980	1980	1980
804	197	151	139	151	151	139	151	1970	1970	1970	1970	1970	1970	1970	1970	1970	1970	1970	1970
805	196	151	139	151	151	139	151	1960	1960	1960	1960	1960	1960	1960	1960	1960	1960	1960	1960
806	195	151	139	151	151	139	151	1950	1950	1950	1950	1950	1950	1950	1950	1950	1950	1950	1950
807	194	151	139	151	151	139	151	1940	1940	1940	1940	1940	1940	1940	1940	1940	1940	1940	1940
808	193	151	139	151	151	139	151	1930	1930	1930	1930	1930	1930	1930	1930	1930	1930	1930	1930
809	192	151	139	151	151	139	151	1920	1920	1920	1920	1920	1920	1920	1920	1920	1920	1920	1920
810	191	151	139	151	151	139	151	1910	1910	1910	1910	1910	1910	1910	1910	1910	1910	1910	1910
811	190	151	139	151	151	139	151	1900	1900	1900	1900	1900	1900	1900	1900	1900	1900	1900	1900
812	189	151	139	151	151	139	151	1890	1890	1890	1890	1890	1890	1890	1890	1890	1890	1890	1890
813	188	151	139	151	151	139	151	1880	1880	1880	1880	1880	1880	1880	1880	1880	1880	1880	1880
814	187	151	139	151	151	139	151	1870	1870	1870	1870	1870	1870	1870	1870	1870	1870	1870	1870
815	186	151	139	151	151	139	151	1860	1860	1860	1860	1860	1860	1860	1860	1860	1860	1860	1860
816	185	151	139	151	151	139	151	1850	1850	1850	1850	1850	1850	1850	1850	1850	1850	1850	1850
817	184	151	139	151	151	139	151	1840	1840	1840	1840	1840	1840	1840	1840	1840	1840	1840	1840
818	183	151	139	151	151	139	151	1830	1830	1830	1830	1830	1830	1830	1830	1830	1830	1830	1830
819	182	151	139	151	151	139	151	1820	1820	1820	1820	1820	1820	1820	1820	1820	1820	1820	1820
820	181	151	139	151	151	139	151	1810	1810	1810	1810	1810	1810	1810	1810	1810	1810	1810	1810
821	180	151	139	151	151	139	151	1800	1800	1800	1800	1800	1800	1800	1800	1800	1800	1800	1800
822	179	151	139	151	151	139	151	1790	1790	1790	1790	1790	1790	1790	1790	1790	1790	1790	1790
823	178	151	139	151	151	139	151	1780	1780	1780	1780	1780	1780	1780	1780	1780	1780	1780	1780
824	177	151	139	151	151	139	151	1770	1770	1770	1770	1770	1770	1770	1770	1770	1770	1770	1770
825	176	151	139	151	151	139	151	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760	1760
826	175	151	139	151	151	139	151	1750	1750	1750	1750	1750	1750	1750	1750	1750	1750	1750	1750
827	174	151	139	151	151	139	151	1740	1740	1740	1740	1740	1740	1740	1740	1740	1740	1740	1740
828	173	151	139	151	151	139	151	1730	1730	1730	1730	1730	1730	1730	1730	1730	1730	1730	1730
829	172	151	139	151	151	139	151	1720	1720	1720	1720	1720	1720	1720	1720	1720	1720	1720	1720
830	171	151	139	151	151	139	151	1710	1710	1710	1710	1710	1710	1710	1710	1710	1710	1710	1710
831	170	151	139	151	151	139	151	1700	1700	1700	1700	1700	1700	1700	1700	1700	1700	1700	1700
832	169	151	139	151	151	139	151	1690	1690	1690	1690	1690	1690	1690	1690	1690	1690	1690	1690
833	168	151	139	151	151	139	151	1680	1680	1680	1680	1680	1680	1680	1680	1680	1680	1680	1680
834	167	151	139	151	151	139	151	1670	1670	1670	1670	1670	1670	1670	1670	1670	1670	1670	1670
835	166	151	139	151	151	139	151	1660	1660	1660	1660	1660	1660	1660	1660	1660	1660	1660	1660
836	165	151	139	151	151	139	151	1650	1650	1650	1650	1650	1650	1650	1650	1650	1650	1650	1650
837	164	151	139	151	151	139	151	1640	1640	1640	1640	1640	1640	1640	1640	1640	1640	1640	1640
838	163	151	139	151	151	139	151	1630	1630	1630	1630	1630	1630	1630	1630	1630	1630	1630	1630
839	162	151	139	151	151	139	151	1620	1620	1620	1620	1620	1620	1620	1620	1620	1620	1620	1620
840	161	151	139	151	151	139	151	1610	1610	1610	1610	1610	1610	1610	1610	1610	1610	1610	1610
841	160	151	139	151	151	139	151	1600	1600	1600	1600	1600	1600	1600	1600	1600	1600	1600	1600
842	159	151	139	151	151	139	151	1590	1590	1590	1590	1590	1590	1590	1590	1590	1590	1590	1590
843	158	151	139	151	151	139	151	1580	1580	1580	1580	1580	1580	1580	1580	1580	1580	1580	1580
844	157	151	139	151	151	139	151	1570	1570	1570	1570	1570	1570	1570	1570	1570	1570	1570	1570
845	156	151	139	151	151	139	151	1560	1560	1560	1560	1560	1560	1560	1560	1560	1560	1560	1560
846	155	151	139	151	151	139	151	1550	1550	1550	1550	1550	1550	1550	1550	1550	1550	1550	1550
847	154	151	139	151	151	139	151	1540	1540	1540	1540	1540	1540	1540	1540	1540	1540	1540	1540
848	153	151	139	151	151	139	151	1530	1530	1530	1530	1530	1530	1530	1530	1530	1530	1530	1530
849	152	151	139	151	151	139	151	1520	1520	1520	1520	1520	1520	1520	1520	1520	1520	1520	1520
850	151	151	139	151	151	139	151	1510	1510	1510	1510	1510	1510	1510	1510	1510	1510	1510	1510
851	150	151	139	151	151	139	151	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500	1500
852	149	151	139	151	151	139	151	1490	1490	1490	1490	1490	1490	1490	1490	1490	1490	1490	1490
853	148	151	139	151	151	139	151	1480	1480	1480	1480	1480	1480	1480	1480	1480	1480	1480	1480
854	147	151	139	151	151	139	151	1470	1470	1470	1470	1470	1470	1470	1470	1470	1470	1470	1470
855	146	151	139	151	151	139	151	1460	1460	1460	1460	1460	1460	1460	1460	1460	1460	1460	1460
856	145	151	139	151	151	139	151	1450	1450	1450	1450	1450	1450	1450	1450	1450	1450	1450	1450
857	144	151	139	151	151	139	151	1440	1440	1440	1440	1440	1440	1440	1440	1440	1440	1440	1440
858	143	151	139	151	151	139	151	1430	1430	1430	1430	1430	1430	1430	1430	1430	1430	1430	1430
859	142	151	139	151	151	139	151	1420	1420	1420	1420	1420	1420	1420	1420	1420	1420	1420	1420
860	141	151	139	151	151	139	151	1410	1410	1410	1410	1410	1410	1410	1410	1410	1410	1410	1410
861	140	151	139	151	151	139	151	1400	1400	1400	1400	1400	1400	1400	1400	1400	1400	1400	1400
862	139	151	139	151	151	139	151	1390	1390	1390	1390	1390	1390	1390	1390	1390	1390	1390	1390
863	138	151	139	151	151	139	151	1380	1380	1380	1380	1380	1380	1380	1380	1380	1380	1380	1380
864	137	151	139	151	151	139	151	1370	1370	1370	1370	1370	1370	1370	1370	1370	1370	1370	1370
865	136	151	139	151	151	139	151	1360	1360	1360	1360	1360	1360	1360	1360	1360	1360	1360	1360
866	135	151	139	151	151	139	151	1350	1350	1350	1350	1350	1350	1350	1350	1350	1350	1350	1350
867	134	151	139	151	151	139	151	1340	1340	1340	1340	1340	1340	1340	1340	1340	1340	1340	1340
868	133	151	139	151	151	139	151	1330	1330	1330	1330	1330	1330	1330	1330	1330	1330	1330	1330
869	132	151	139	151	151	139	151	1320	1320	1320	1320	1320	1320	1320	1320	1320	1320	1320	1320
870	131	151	139	151	151	139	151	1310	1310	1310	1310	1310	1310	1310	1310	1310	1310	1310	1310
871	130	151	139	151	151	139	151	1300	1300	1300	1300	1300	1300	1300	1300	1300	1300	1300	1300
872	129	151	139	151	151	139	151	1290	1290	1290	1290	1290	1290	1290	1290	1290	1290	1290	1290
873	128	151	139	151	151	139	151	1280	1280	1280	1280	1280	1280	1280	1280	1280	1280	1280	1280
874	127	151	139	151	151	139	151	1270	1270	1270	1270	1270	1270	1270	1270	1270	1270	1270	1270
875	126	151	139	151	151	139	151	1260	1260	1260	1260	1260	1260	1260	1260	1260	1260	1260	1260
876	125	151	139	151	151	139	151	1250	1250	1250	1250	1250	1250	1250	1250	1250	1250	1250	1250
877	124	151	139	151	151	139	151	1240	1240	1240	1240	1240	1240	1240	1240	1240	1240	1240	1240
878	123	151	139	151	151	139	151	1230	1230	1230	1230	1230	1230	1230	1230	1230	1230	1230	1230
879	122	151	139	151	151	139	151	1220	1220	1220	1220	1220	1220	1220	1220	1220	1220	1220	1220
880	121	151	139	151	151	139	151	1210	1210	1210	1210	1210	1210	1210	1210	1210	1210	1210	1210
881	120	151	139	151	151	139	151	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200	1200
882	119	151	139	151	151	139	151	1190	1190	1190	1190	1190	1190	1190	1190	1190	1190	1190	1190
883	118	151	139	151	151	139	151	1180	1180	1180	1180	1180	1180	1180	1180	1180	1180	1180	1180
884	117	151	139	151	151	139	151	1170	1170	1170	1170	1170	1170	1170	1170	1170	1170	1170	1170
885	116	151	139	151	151	139	151	1160	1160	1160	1160	1160	1160	1160	1160	1160	1160	1160	1160
886	115	151	139	151	151	139	151	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150	1150
887	114	151	139	151	151	139	151	1140	1140	1140	1140	1140	1140	1140	1140	1140	1140	1140	1140
888	113	151	139	151	151	139	151	1130	1130	1130	1130	1130	1130	1130	1130	1130	1130	1130	1130
889	112	151	139	151	151	139	151	1120	1120	1120	1120	1120	1120	1120	1120	1120	1120	1120	1120
890	111	151	139	151	151	139	151	1110	1110	1110	1110	1110	1110	1110	1110	1110	1110	1110	1110
891	110	151	139	151	151	139	151	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100	1100
892	109	151	139	151	151	139	151	1090	1090	1090	1090	1090	1090	1090	1090	1090	1090	1090	1090
893	108	151	139	151	151	139	151	1080	1080	1080	1080	1080	1080	1080	1080	1080	1080	1080	1080
894	107	151	139	151	151	139	151	1070	1070	1070	1070	1070	1070	1070	1070	1070	1070	1070	1070
895	106	151	139	151	151	139	151	1060	1060	1060	1060	1060	1060	1060	1060	1060	1060	1060	1060
896	105	151	139	151	151	139	151	1050	1050	1050	1050	1050	1050	1050	1050	1050	1050	1050	1050
897	104	151	139	151	151	139	151	1040	1040	1040	1040	1040	1040	1040	1040	1040	1040	1040	1040
898	103	151	139	151	151	139	151	1030	1030	1030	1030	1030	1030	1030	1030	1030	1030	1030	1030
899	102	151	139	151	151	139	151	1020	1020	1020	1020	1020	1020	1020	1020	1020	1020	1020	1020
900	101	151	139	151	151	139	151	1010	1010	1010	1010	1010	1010	1010	1010	1010	1010	1010	1010
901	100	151	139	151	151	139	151	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
902	100	151	139	151	151	139	151	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
903	100	151	139	151	151	139	151	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
904	100	151	139	151	151	139	151	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
905	100	151	139	151	151	139	151	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
906	100	151	139	151	151	139	151	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
907	100	151	139	151	151	139	151	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
908	100	151	139	151	151	139	151	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
909	100	151	139	151	151	139	151	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
910	100	151	139	151	151	139	151	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
911	100	151	139	151	151	139	151	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
912	100	151	139	151	151	139	151	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
913	100	151	139	151	151	139	151	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
914	100	151	139	151	151	139	151	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
915	100	151	139	151	151	139	151	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
916	100	151	139	151	151	139	151	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
917	100	151	139	151	151	139	151	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
918	100	151	139	151	151	139	151	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
919	100	151	139	151	151	139	151	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
920	100	151	139	151	151	139	151	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
921	100	151	139	151	151	139	151	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
922	100	151	139	151	151	139	151	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
923	100	151	139	151	151	139	151	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
924	100	151	139	151	151	139	151	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
925	100	151	139	151	151	139	151	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
926	100	151	139	151	151	139	151	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
927	100	151	139	151	151	139	151	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
928	100	151	139	151	151	139	151	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
929	100	151	139	151	151	139	151	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
930	100	151	139	151	151	139	151	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
931	100	151	139	151	151	139	151	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
932	100	151	139	151	151	139	151	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
933	100	151	139	151	151	139	151	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
934	100	151	139	151	151	139	151	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
935	100	151	139	151	151	139	151	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
936	100	151	139	151	151	139	151	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
937	100	151	139	151	151	139	151	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
938	100	151	139	151	151	139	151	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
939	100	151	139	151	151	139	151	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
940	100	151	139	151	151	139	151	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
941	100	151	139	151	151	139	151	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
942	100	151	139	151	151	139	151	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
943	100	151	139	151	151	139	151	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
944	100	151	139	151	151	139	151	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
945	100	151	139	151	151	139	151	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
946	100	151	139	151	151	139	151	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
947	100	151	139	151	151	139	151	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
948	100	151	139	151	151	139	151	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
949	100	151	139	151	151	139	151	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
950	100	151	139	151	151	139	151	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
951	100	151	139	151	151	139	151	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
952	100	151	139	151	151	139	151	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
953	100	151	139	151	151	139	151	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
954	100	151	139	151	151	139	151	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
955	100	151	139	151	151	139	151	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
956	100	151	139	151	151	139	151	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
957	100	151	139	151	151	139	151	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
958	100	151	139	151	151	139	151	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
959	100	151	139	151	151	139	151	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
960	100	151	139	151	151	139	151	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
961	100	151	139	151	151	139	151	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
962	100	151	139	151	151	139	151	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
963	100	151	139	151	151	139	151	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
964	100	151	139	151	151	139	151	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
965	100	151	139	151	151	139	151	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
966	100	151	139	151	151	139	151	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
967	100	151	139	151	151	139	151	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
968	100	151	139	151	151	139	151	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
969	100	151	139	151	151	139	151	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
970	100	151	139	151	151	139	151	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
971	100	151	139	151	151	139	151	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
972	100	151	139	151	151	139	151	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
973	100	151	139	151	151	139	151	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
974	100	151	139	151	151	139	151	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
975	100	151	139	151	151	139	151	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
976	100	151	139	151	151	139	151	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
977	100	151	139	151	151	139	151	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
978	100	151	139	151	151	139	151	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
979	100	151	139	151	151	139	151	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000	1000
