TaskType	TaskID	PreTaskID	StepID	BranchID	ConditionType	Content	Prof	ProfLevel	TaskTime	EndTime	BeginTaskNPCID	EndTaskNPCID	RequiredLevel	ActivityID	TaskTitle	TaskDesc	InprocessDesc	BeginDesc	EndDesc	PassScene	TaskScene	TaskItem	TaskMonster	RewardItem	MailID	TaskActivity	HideTaskTitleTag	AchieveMedalLevel	TaskStateTutorial
6	1006016								2018|9|12|05|00|00	2018|9|13|04|59|59	1|6|5|35|75|123|166	1|6|5|35|75|123|166	20		师傅的教诲（3/4）			跟导师谈一谈	告诉导师成功通过					1=500000					
6	1006017								2018|9|13|05|00|00	2018|9|14|04|59|59	1|6|5|35|75|123|166	1|6|5|35|75|123|166	20		师傅的教诲（4/4）			导师扛着礼物叫住了你	接下导师的礼物吧					612=10					
6	10006036								2019|01|04|05|00|00	2019|01|10|16|59|59	1|6|5|35|75|123|166	1|6|5|35|75|123|166	20		年度考核·战斗		进入关卡师傅的考验	导师喊住了急匆匆的你	听听导师想说的话吧		50061=1			845=20|1183=20|1181=20|90=99					
6	1006018								2018|9|07|05|00|00	2018|9|08|04|59|59	13|13|13|13|13|13|13	13|13|13|13|13|13|13	20		全职觉醒（1/5）		进入关卡觉醒试炼场	艾琳好像有话对你说	听听艾琳说什么		50017=1			42=5|157=1|1053=2					
6	1006019								2018|9|08|05|00|00	2018|9|09|04|59|59	13|13|13|13|13|13|13	13|13|13|13|13|13|13	20		全职觉醒（2/5）		进入关卡觉醒试炼场	艾琳好像有话对你说	听听艾琳说什么		50017=1			42=5|157=1|1053=2					
6	1006020								2018|9|09|05|00|00	2018|9|10|04|59|59	13|13|13|13|13|13|13	13|13|13|13|13|13|13	20		全职觉醒（3/5）		进入关卡觉醒试炼场	艾琳好像有话对你说	听听艾琳说什么		50017=1			42=5|157=1|1053=2					
6	1006021								2018|9|10|05|00|00	2018|9|11|04|59|59	13|13|13|13|13|13|13	13|13|13|13|13|13|13	20		全职觉醒（4/5）		进入关卡觉醒试炼场	艾琳好像有话对你说	听听艾琳说什么		50017=1			42=5|157=1|1053=2					
6	1006022								2018|9|11|05|00|00	2018|9|12|04|59|59	13|13|13|13|13|13|13	13|13|13|13|13|13|13	20		全职觉醒（5/5）		进入关卡觉醒试炼场	艾琳好像有话对你说	听听艾琳说什么		50017=1			42=5|157=1|1053=2					
6	1006023								2018|9|07|05|00|00	2018|9|08|04|59|59	4|4|4|4|4|4|4	4|4|4|4|4|4|4	20		倒霉的奸商（1/3）		快去看看	波普的弟弟有话想说	听听波普弟弟说什么					157=1|1=168888					
6	1006024								2018|9|08|05|00|00	2018|9|09|04|59|59	4|4|4|4|4|4|4	4|4|4|4|4|4|4	20		倒霉的奸商（2/3）		快去看看	波普的弟弟有话想说	听听波普弟弟说什么					6104=10|1=288888					
6	1006025								2018|9|09|05|00|00	2018|9|10|04|59|59	4|4|4|4|4|4|4	4|4|4|4|4|4|4	20		倒霉的奸商（3/3）		快去看看	波普的弟弟有话想说	听听波普弟弟说什么					4109=1|1181=30					
6	1006027								2018|9|14|05|00|00	2018|9|15|04|59|59	4|4|4|4|4|4|4	4|4|4|4|4|4|4	20		波普的怒火（1/3）		快去看看	波普看上去非常气愤	波普看上去非常气愤					157=1|93=10					
6	1006028								2018|9|15|05|00|00	2018|9|16|04|59|59	4|4|4|4|4|4|4	4|4|4|4|4|4|4	20		波普的怒火（2/3）		快去看看	波普看上去非常气愤	波普看上去非常气愤					402=3|1=288888					
6	1006029								2018|9|16|05|00|00	2018|9|17|04|59|59	4|4|4|4|4|4|4	4|4|4|4|4|4|4	20		波普的怒火（3/3）		快去看看	波普看上去非常气愤	波普看上去非常气愤					4109=1|1181=30					
6	1006030								2018|9|24|05|00|00	2018|9|25|04|59|59	13|13|13|13|13|13|13	13|13|13|13|13|13|13	20		中秋节快乐（1/5）		快去看看	艾琳好像有话对你说	听听艾琳说什么					21=800|157=1					
6	1006031								2018|9|25|05|00|00	2018|9|26|04|59|59	13|13|13|13|13|13|13	13|13|13|13|13|13|13	20		中秋节快乐（2/5）		快去看看	艾琳好像有话对你说	听听艾琳说什么					21=800|7=100					
6	1006032								2018|9|26|05|00|00	2018|9|27|04|59|59	13|13|13|13|13|13|13	13|13|13|13|13|13|13	20		中秋节快乐（3/5）		快去看看	艾琳好像有话对你说	听听艾琳说什么					21=800|1181=50					
6	1006033								2018|9|27|05|00|00	2018|9|28|04|59|59	13|13|13|13|13|13|13	13|13|13|13|13|13|13	20		中秋节快乐（4/5）		快去看看	艾琳好像有话对你说	听听艾琳说什么					21=800|1183=20					
6	1006034								2018|9|28|05|00|00	2018|9|29|04|59|59	13|13|13|13|13|13|13	13|13|13|13|13|13|13	20		中秋节快乐（5/5）		快去看看	艾琳好像有话对你说	听听艾琳说什么					21=800|402=5					
6	1006035								2018|9|29|05|00|00	2018|9|30|04|59|59	13|13|13|13|13|13|13	13|13|13|13|13|13|13	20		国庆将至（1/2）		快去看看	艾琳好像有话对你说	听听艾琳说什么					15=400|93=20|402=1					
6	1006036								2018|9|30|05|00|00	2018|9|31|04|59|59	13|13|13|13|13|13|13	13|13|13|13|13|13|13	20		国庆将至（2/2）		快去看看	艾琳好像有话对你说	听听艾琳说什么					606=2|604=20|157=1					
6	1006037								2018|10|07|05|00|00	2018|10|08|04|59|59	13|13|13|13|13|13|13	13|13|13|13|13|13|13	20		节后综合症（1/4）		快去看看	艾琳好像有话对你说	听听艾琳说什么					4105=5|1=168888					
6	1006038								2018|10|08|05|00|00	2018|10|09|04|59|59	13|13|13|13|13|13|13	13|13|13|13|13|13|13	20		节后综合症（2/4）		快去看看	艾琳好像有话对你说	听听艾琳说什么					1183=20|93=20					
6	1006039								2018|10|09|05|00|00	2018|10|10|04|59|59	13|13|13|13|13|13|13	13|13|13|13|13|13|13	20		节后综合症（3/4）		快去看看	艾琳好像有话对你说	听听艾琳说什么					238=1|239=1					
6	1006040								2018|10|10|05|00|00	2018|10|11|04|59|59	13|13|13|13|13|13|13	13|13|13|13|13|13|13	20		节后综合症（4/4）		快去看看	艾琳好像有话对你说	听听艾琳说什么					9030=5|919=3					
6	1006041								2018|10|01|05|00|00	2018|10|02|04|59|59	216|216|216|216|216|216|216	216|216|216|216|216|216|216	20		躲避疯鸭（1/9）		快去看看	小丑杰克好像有话对你说	听听小丑杰克说什么		50027=1			15=200|603=5					
6	1006042	1006041							2018|10|01|05|00|00	2018|10|02|04|59|59	216|216|216|216|216|216|216	216|216|216|216|216|216|216	20		躲避疯鸭（2/9）		快去看看	小丑杰克好像有话对你说	听听小丑杰克说什么		50027=1			15=200|603=5					
6	1006043	1006042							2018|10|01|05|00|00	2018|10|02|04|59|59	216|216|216|216|216|216|216	216|216|216|216|216|216|216	20		躲避疯鸭（3/9）		快去看看	小丑杰克好像有话对你说	听听小丑杰克说什么		50027=1			15=200|603=5					
6	1006044								2018|10|02|05|00|00	2018|10|03|04|59|59	216|216|216|216|216|216|216	216|216|216|216|216|216|216	20		躲避疯鸭（4/9）		快去看看	小丑杰克好像有话对你说	听听小丑杰克说什么		50027=1			15=200|603=5					
6	1006045	1006044							2018|10|02|05|00|00	2018|10|03|04|59|59	216|216|216|216|216|216|216	216|216|216|216|216|216|216	20		躲避疯鸭（5/9）		快去看看	小丑杰克好像有话对你说	听听小丑杰克说什么		50027=1			15=200|603=5					
6	1006046	1006045							2018|10|02|05|00|00	2018|10|03|04|59|59	216|216|216|216|216|216|216	216|216|216|216|216|216|216	20		躲避疯鸭（6/9）		快去看看	小丑杰克好像有话对你说	听听小丑杰克说什么		50027=1			15=200|603=5					
6	1006047								2018|10|03|05|00|00	2018|10|04|04|59|59	216|216|216|216|216|216|216	216|216|216|216|216|216|216	20		躲避疯鸭（7/9）		快去看看	小丑杰克好像有话对你说	听听小丑杰克说什么		50027=1			15=200|603=5					
6	1006048	1006047							2018|10|03|05|00|00	2018|10|04|04|59|59	216|216|216|216|216|216|216	216|216|216|216|216|216|216	20		躲避疯鸭（8/9）		快去看看	小丑杰克好像有话对你说	听听小丑杰克说什么		50027=1			15=200|603=5					
6	1006049	1006048							2018|10|03|05|00|00	2018|10|04|04|59|59	216|216|216|216|216|216|216	216|216|216|216|216|216|216	20		躲避疯鸭（9/9）		快去看看	小丑杰克好像有话对你说	听听小丑杰克说什么		50027=1			15=200|603=5					
6	1006050								2018|10|04|05|00|00	2018|10|05|04|59|59	216|216|216|216|216|216|216	216|216|216|216|216|216|216	20		真假刺客（1/4）		快去看看	小丑杰克好像有话对你说	听听小丑杰克说什么		50050=1			2558=3|1053=15					
6	1006051	1006050							2018|10|04|05|00|00	2018|10|05|04|59|59	216|216|216|216|216|216|216	216|216|216|216|216|216|216	20		真假刺客（2/4）		快去看看	小丑杰克好像有话对你说	听听小丑杰克说什么		50050=1			2558=3|1053=15					
6	1006052								2018|10|05|05|00|00	2018|10|06|04|59|59	216|216|216|216|216|216|216	216|216|216|216|216|216|216	20		真假刺客（3/4）		快去看看	小丑杰克好像有话对你说	听听小丑杰克说什么		50050=1			2558=3|1053=15					
6	1006053	1006052							2018|10|05|05|00|00	2018|10|06|04|59|59	216|216|216|216|216|216|216	216|216|216|216|216|216|216	20		真假刺客（4/4）		快去看看	小丑杰克好像有话对你说	听听小丑杰克说什么		50050=1			2558=3|1053=15					
6	1006054								2018|10|06|05|00|00	2018|10|07|04|59|59	216|216|216|216|216|216|216	216|216|216|216|216|216|216	20		真假导师（1/6）		快去看看	小丑杰克好像有话对你说	听听小丑杰克说什么		50062=1			21=688|1053=15					
6	1006055	1006054							2018|10|06|05|00|00	2018|10|07|04|59|59	216|216|216|216|216|216|216	216|216|216|216|216|216|216	20		真假导师（2/6）		快去看看	小丑杰克好像有话对你说	听听小丑杰克说什么		50062=1			21=688|1053=15					
6	1006056								2018|10|07|05|00|00	2018|10|08|04|59|59	216|216|216|216|216|216|216	216|216|216|216|216|216|216	20		真假导师（3/6）		快去看看	小丑杰克好像有话对你说	听听小丑杰克说什么		50062=1			21=688|1053=15					
6	1006057	1006056							2018|10|07|05|00|00	2018|10|08|04|59|59	216|216|216|216|216|216|216	216|216|216|216|216|216|216	20		真假导师（4/6）		快去看看	小丑杰克好像有话对你说	听听小丑杰克说什么		50062=1			21=688|1053=15					
6	1006058								2018|10|08|05|00|00	2018|10|09|04|59|59	216|216|216|216|216|216|216	216|216|216|216|216|216|216	20		真假导师（5/6）		快去看看	小丑杰克好像有话对你说	听听小丑杰克说什么		50062=1			21=688|1053=15					
6	1006059	1006058							2018|10|08|05|00|00	2018|10|09|04|59|59	216|216|216|216|216|216|216	216|216|216|216|216|216|216	20		真假导师（6/6）		快去看看	小丑杰克好像有话对你说	听听小丑杰克说什么		50062=1			21=688|1053=15					
6	1006060								2018|10|19|05|00|00	2018|10|26|04|59|59	13|13|13|13|13|13|13	13|13|13|13|13|13|13	20		派凌的挑战		快去看看	艾琳好像有话对你说	听听艾琳说什么					3582=1					
6	1006061								2018|10|26|05|00|00	2018|10|27|04|59|59	13|13|13|13|13|13|13	13|13|13|13|13|13|13	20		内裤大作战（1/7）			艾琳好像有话对你说	听听艾琳说什么					15362=1|93=20|1=168888					
6	1006062								2018|10|27|05|00|00	2018|10|28|04|59|59	13|13|13|13|13|13|13	11|11|11|11|11|11|11	20		内裤大作战（2/7）			艾琳好像有话对你说	听听特拉玛依说什么					2230=5|2232=3|2231=1					
6	1006063								2018|10|28|05|00|00	2018|10|29|04|59|59	13|13|13|13|13|13|13	18|18|18|18|18|18|18	20		内裤大作战（3/7）			艾琳好像有话对你说	听听西戴尔说什么					1024=5|402=3|1181=20					
6	1006064								2018|10|29|05|00|00	2018|10|30|04|59|59	13|13|13|13|13|13|13	3|3|3|3|3|3|3	20		内裤大作战（4/7）			艾琳好像有话对你说	听听铁匠说什么					1183=20|238=1|239=1					
6	1006065								2018|10|30|05|00|00	2018|10|31|04|59|59	13|13|13|13|13|13|13	4|4|4|4|4|4|4	20		内裤大作战（5/7）			艾琳好像有话对你说	听听奸商波普说什么					611=5|1053=20|899=20					
6	1006066								2018|10|31|05|00|00	2018|11|01|04|59|59	13|13|13|13|13|13|13	13|13|13|13|13|13|13	20		内裤大作战（6/7）			艾琳好像有话对你说	听听艾琳说什么					3051=10|603=5|604=20					
6	1006067								2018|11|01|05|00|00	2018|11|02|04|59|59	13|13|13|13|13|13|13	3|3|3|3|3|3|3	20		内裤大作战（7/7）			艾琳好像有话对你说	听听铁匠说什么					11604=1|1091=1					
6	1006068								2018|11|09|05|00|00	2018|11|10|04|59|59	13|13|13|13|13|13|13	13|13|13|13|13|13|13	20		单身贵族（1/3）		快去看看	艾琳好像有话对你说	听听艾琳说什么					9227=8|93=22					
6	1006069								2018|11|10|05|00|00	2018|11|11|04|59|59	13|13|13|13|13|13|13	13|13|13|13|13|13|13	20		单身贵族（2/3）		快去看看	艾琳好像有话对你说	听听艾琳说什么					11532=1|90=520					
6	1006070								2018|11|11|05|00|00	2018|11|12|04|59|59	13|13|13|13|13|13|13	13|13|13|13|13|13|13	20		单身贵族（3/3）		快去看看	艾琳好像有话对你说	听听艾琳说什么					15191=1|1=520000					
6	1006071								2018|11|09|05|00|00	2018|11|12|04|59|59	12|12|12|12|12|12|12	12|12|12|12|12|12|12	20		单生狗反击		快去看看	公会会长戴卡德有话对你说	听听戴卡德说什么		50072=1			2301=1					
6	1006072								2018|11|22|05|00|00	2018|11|23|04|59|59	75|75|75|75|75|75|75	75|75|75|75|75|75|75	20		佣兵风暴（1/8）		快去看看	学者站台有话对你说	听听学者站台说什么					3582=1					
6	1006073								2018|11|23|05|00|00	2018|11|24|04|59|59	75|75|75|75|75|75|75	75|75|75|75|75|75|75	20		佣兵风暴（2/8）		快去看看	学者站台有话对你说	听听学者站台说什么					827=1					
6	1006074								2018|11|24|05|00|00	2018|11|25|04|59|59	75|75|75|75|75|75|75	75|75|75|75|75|75|75	20		佣兵风暴（3/8）		快去看看	学者站台有话对你说	听听学者站台说什么					9254=5					
6	1006075								2018|11|25|05|00|00	2018|11|26|04|59|59	75|75|75|75|75|75|75	75|75|75|75|75|75|75	20		佣兵风暴（4/8）		快去看看	学者站台有话对你说	听听学者站台说什么					612=4					
6	1006076								2018|11|26|05|00|00	2018|11|27|04|59|59	75|75|75|75|75|75|75	75|75|75|75|75|75|75	20		佣兵风暴（5/8）		快去看看	学者站台有话对你说	听听学者站台说什么					90=20					
6	1006077								2018|11|27|05|00|00	2018|11|28|04|59|59	75|75|75|75|75|75|75	75|75|75|75|75|75|75	20		佣兵风暴（6/8）		快去看看	学者站台有话对你说	听听学者站台说什么					1300=1					
6	1006078								2018|11|28|05|00|00	2018|11|29|04|59|59	75|75|75|75|75|75|75	75|75|75|75|75|75|75	20		佣兵风暴（7/8）		快去看看	学者站台有话对你说	听听学者站台说什么					5851=10					
6	1006079								2018|11|29|05|00|00	2018|11|30|04|59|59	75|75|75|75|75|75|75	75|75|75|75|75|75|75	20		佣兵风暴（8/8）		快去看看	学者站台有话对你说	听听学者站台说什么					9031=5					
6	1006080								2018|12|07|05|00|00	2018|12|08|04|59|59	4|4|4|4|4|4|4	4|4|4|4|4|4|4	20		幽灵蘑菇（1/7）		快去看看	奸商波普好像有话对你说	听听奸商波普说什么					9291=1					
6	1006081								2018|12|08|05|00|00	2018|12|09|04|59|59	13|13|13|13|13|13|13	13|13|13|13|13|13|13	20		幽灵蘑菇（2/7）		快去看看	艾琳好像有话对你说	听听艾琳说什么					1=188888					
6	1006082								2018|12|09|05|00|00	2018|12|10|04|59|59	13|13|13|13|13|13|13	13|13|13|13|13|13|13	20		幽灵蘑菇（3/7）		快去看看	艾琳好像有话对你说	听听艾琳说什么					9287=5					
6	1006083								2018|12|10|05|00|00	2018|12|11|04|59|59	13|13|13|13|13|13|13	13|13|13|13|13|13|13	20		幽灵蘑菇（4/7）		快去看看	艾琳好像有话对你说	听听艾琳说什么					603=5|604=10					
6	1006084								2018|12|11|05|00|00	2018|12|12|04|59|59	13|13|13|13|13|13|13	13|13|13|13|13|13|13	20		幽灵蘑菇（5/7）		快去看看	艾琳好像有话对你说	听听艾琳说什么					829=1					
6	1006085								2018|12|12|05|00|00	2018|12|13|04|59|59	13|13|13|13|13|13|13	13|13|13|13|13|13|13	20		幽灵蘑菇（6/7）		快去看看	艾琳好像有话对你说	听听艾琳说什么					157=1					
6	1006086								2018|12|13|05|00|00	2018|12|14|04|59|59	13|13|13|13|13|13|13	13|13|13|13|13|13|13	20		幽灵蘑菇（7/7）		快去看看	艾琳好像有话对你说	听听艾琳说什么					1183=10					
6	10060087								2019|1|11|05|00|00	2019|1|16|16|59|59	4|4|4|4|4|4|4	4|4|4|4|4|4|4	20		腊八节来临		快去看看	奸商波普好像有话对你说	听听奸商波普说什么					9455=9					
6	1006088								2018|12|15|05|00|00	2018|12|16|04|59|59	12|12|12|12|12|12|12	12|12|12|12|12|12|12	20		冬至将至（2/7）		快去看看	戴卡徳会长好像有话要对你说	听听戴卡徳会长的诉求吧					9298=1|4109=1					
6	1006089								2018|12|16|05|00|00	2018|12|17|04|59|59	3|3|3|3|3|3|3	3|3|3|3|3|3|3	20		冬至将至（3/7）		快去看看	铁匠道林托人在四处找你	听听铁匠道林说什么					9298=1|93=20					
6	1006090								2018|12|17|05|00|00	2018|12|18|04|59|59	13|13|13|13|13|13|13	13|13|13|13|13|13|13	20		冬至将至（4/7）		快去看看	艾琳好像有话对你说	听听艾琳说什么					9298=1|612=5					
6	1006091								2018|12|18|05|00|00	2018|12|19|04|59|59	18|18|18|18|18|18|18	18|18|18|18|18|18|18	20		冬至将至（5/7）		快去看看	西戴尔有话想说	西戴尔有话想说					9298=1|1024=5					
6	1006092								2018|12|19|05|00|00	2018|12|20|04|59|59	11|11|11|11|11|11|11	11|11|11|11|11|11|11	20		冬至将至（6/7）		快去看看	教皇特拉玛依好像有话要对你说	听听特拉玛依说什么					9298=1|606=1					
6	1006093								2018|12|20|05|00|00	2018|12|21|04|59|59	4|4|4|4|4|4|4	4|4|4|4|4|4|4	20		冬至将至（7/7）		快去看看	奸商波普好像有话对你说	听听奸商波普说什么					9298=5					
6	1006094								2018|12|21|05|00|00	2018|12|22|04|59|59	76|76|76|76|76|76|76	76|76|76|76|76|76|76	20		命犯桃花（1/7）		快去看看	小爱神厄洛斯好像有话对你说	听听小爱神厄洛斯说什么					9413=1					
6	1006095								2018|12|22|05|00|00	2018|12|23|04|59|59	76|76|76|76|76|76|76	76|76|76|76|76|76|76	20		命犯桃花（2/7）		快去看看	小爱神厄洛斯好像有话对你说	听听小爱神厄洛斯说什么					9414=8					
6	1006096								2018|12|23|05|00|00	2018|12|24|04|59|59	76|76|76|76|76|76|76	76|76|76|76|76|76|76	20		命犯桃花（3/7）		快去看看	小爱神厄洛斯好像有话对你说	听听小爱神厄洛斯说什么					2125=5					
6	1006097								2018|12|24|05|00|00	2018|12|25|04|59|59	76|76|76|76|76|76|76	76|76|76|76|76|76|76	20		命犯桃花（4/7）		快去看看	小爱神厄洛斯好像有话对你说	听听小爱神厄洛斯说什么					11803=1					
6	1006098								2018|12|25|05|00|00	2018|12|26|04|59|59	76|76|76|76|76|76|76	76|76|76|76|76|76|76	20		命犯桃花（5/7）		快去看看	小爱神厄洛斯好像有话对你说	听听小爱神厄洛斯说什么					157=1|3070=3					
6	1006099								2018|12|26|05|00|00	2018|12|27|04|59|59	76|76|76|76|76|76|76	76|76|76|76|76|76|76	20		命犯桃花（6/7）		快去看看	小爱神厄洛斯好像有话对你说	听听小爱神厄洛斯说什么					1183=20					
6	1006100								2018|12|27|05|00|00	2018|12|28|04|59|59	76|76|76|76|76|76|76	76|76|76|76|76|76|76	20		命犯桃花（7/7）		快去看看	小爱神厄洛斯好像有话对你说	听听小爱神厄洛斯说什么					1=188888					
6	1006101								2018|12|28|05|00|00	2018|12|29|04|59|59	9|9|9|9|9|9|9	9|9|9|9|9|9|9	20		神官解签（1/7）		快去看看	黑暗女神官好像有话对你说	听听黑暗女神官说什么					9425=1					
6	1006102								2018|12|29|05|00|00	2018|12|30|04|59|59	9|9|9|9|9|9|9	9|9|9|9|9|9|9	20		神官解签（2/7）		快去看看	黑暗女神官好像有话对你说	听听黑暗女神官说什么					9425=1					
6	1006103								2018|12|30|05|00|00	2018|12|31|04|59|59	9|9|9|9|9|9|9	9|9|9|9|9|9|9	20		神官解签（3/7）		快去看看	黑暗女神官好像有话对你说	听听黑暗女神官说什么					9425=1					
6	1006104								2018|12|31|05|00|00	2019|01|01|04|59|59	9|9|9|9|9|9|9	9|9|9|9|9|9|9	20		神官解签（4/7）		快去看看	黑暗女神官好像有话对你说	听听黑暗女神官说什么					9425=1					
6	1006105								2019|01|01|05|00|00	2019|01|02|04|59|59	9|9|9|9|9|9|9	9|9|9|9|9|9|9	20		神官解签（5/7）		快去看看	黑暗女神官好像有话对你说	听听黑暗女神官说什么					9425=1					
6	1006106								2019|01|02|05|00|00	2019|01|03|04|59|59	9|9|9|9|9|9|9	9|9|9|9|9|9|9	20		神官解签（6/7）		快去看看	黑暗女神官好像有话对你说	听听黑暗女神官说什么					9425=1					
6	1006107								2019|01|03|05|00|00	2019|01|04|04|59|59	9|9|9|9|9|9|9	9|9|9|9|9|9|9	20		神官解签（7/7）		快去看看	黑暗女神官好像有话对你说	听听黑暗女神官说什么					9425=1					
6	1006108								2019|04|01|05|00|00	2019|04|02|04|59|59	16|16|16|16|16|16|16	16|16|16|16|16|16|16	20		小丑的礼物		快去看看	小丑杰克好像有话对你说	听听小丑杰克说什么					8547=1					
6	1006109								2019|04|05|05|00|00	2019|04|08|04|59|59	13|13|13|13|13|13|13	13|13|13|13|13|13|13	20		再见杰兰特		快去看看	艾琳好像有话对你说	听听艾琳说什么		4505=1			9523=10					
22	1007000		1	2	8	18=1			2019|01|04|05|00|00	2019|01|10|16|59|59			20		年度考核·知识问答	西戴尔有话说													
22	1007000		2	-1	8	18=2			2019|01|04|05|00|00	2019|01|10|16|59|59			20		年度考核·知识问答	西戴尔有话说													
22	1007001	1007000	1	2|3	8	18=1			2019|01|04|05|00|00	2019|01|10|16|59|59			20		年度考核（1/10）	西戴尔有话说													
22	1007001		2	4	8	18=2			2019|01|04|05|00|00	2019|01|10|16|59|59			20		年度考核（1/10）	西戴尔有话说								9434=1					
22	1007001		3	4	8	18=3			2019|01|04|05|00|00	2019|01|10|16|59|59			20		年度考核（1/10）	西戴尔有话说													
22	1007001		4	5	8	18=4			2019|01|04|05|00|00	2019|01|10|16|59|59			20		年度考核（1/10）	西戴尔有话说													
22	1007001		5	-1	8	18=5			2019|01|04|05|00|00	2019|01|10|16|59|59			20		年度考核（1/10）	西戴尔有话说													
22	1007002	1007001	1	2|3	8	18=1			2019|01|04|05|00|00	2019|01|10|16|59|59			20		年度考核（2/10）	西戴尔有话说													
22	1007002		2	4	8	18=2			2019|01|04|05|00|00	2019|01|10|16|59|59			20		年度考核（2/10）	西戴尔有话说													
22	1007002		3	4	8	18=3			2019|01|04|05|00|00	2019|01|10|16|59|59			20		年度考核（2/10）	西戴尔有话说								9434=1					
22	1007002		4	5	8	18=4			2019|01|04|05|00|00	2019|01|10|16|59|59			20		年度考核（2/10）	西戴尔有话说													
22	1007002		5	-1	8	18=5			2019|01|04|05|00|00	2019|01|10|16|59|59			20		年度考核（2/10）	西戴尔有话说													
22	1007003	1007002	1	2|3	8	18=1			2019|01|04|05|00|00	2019|01|10|16|59|59			20		年度考核（3/10）	西戴尔有话说													
22	1007003		2	4	8	18=2			2019|01|04|05|00|00	2019|01|10|16|59|59			20		年度考核（3/10）	西戴尔有话说								9434=1					
22	1007003		3	4	8	18=3			2019|01|04|05|00|00	2019|01|10|16|59|59			20		年度考核（3/10）	西戴尔有话说													
22	1007003		4	5	8	18=4			2019|01|04|05|00|00	2019|01|10|16|59|59			20		年度考核（3/10）	西戴尔有话说													
22	1007003		5	-1	8	18=5			2019|01|04|05|00|00	2019|01|10|16|59|59			20		年度考核（3/10）	西戴尔有话说													
22	1007004	1007003	1	2|3	8	18=1			2019|01|04|05|00|00	2019|01|10|16|59|59			20		年度考核（4/10）	西戴尔有话说													
22	1007004		2	4	8	18=2			2019|01|04|05|00|00	2019|01|10|16|59|59			20		年度考核（4/10）	西戴尔有话说								9434=1					
22	1007004		3	4	8	18=3			2019|01|04|05|00|00	2019|01|10|16|59|59			20		年度考核（4/10）	西戴尔有话说													
22	1007004		4	5	8	18=4			2019|01|04|05|00|00	2019|01|10|16|59|59			20		年度考核（4/10）	西戴尔有话说													
22	1007004		5	-1	8	18=5			2019|01|04|05|00|00	2019|01|10|16|59|59			20		年度考核（4/10）	西戴尔有话说													
22	1007005	1007004	1	2|3	8	18=1			2019|01|04|05|00|00	2019|01|10|16|59|59			20		年度考核（5/10）	西戴尔有话说													
22	1007005		2	4	8	18=2			2019|01|04|05|00|00	2019|01|10|16|59|59			20		年度考核（5/10）	西戴尔有话说													
22	1007005		3	4	8	18=3			2019|01|04|05|00|00	2019|01|10|16|59|59			20		年度考核（5/10）	西戴尔有话说								9434=1					
22	1007005		4	5	8	18=4			2019|01|04|05|00|00	2019|01|10|16|59|59			20		年度考核（5/10）	西戴尔有话说													
22	1007005		5	-1	8	18=5			2019|01|04|05|00|00	2019|01|10|16|59|59			20		年度考核（5/10）	西戴尔有话说													
22	1007006	1007005	1	2|3	8	18=1			2019|01|04|05|00|00	2019|01|10|16|59|59			20		年度考核（6/10）	西戴尔有话说													
22	1007006		2	4	8	18=2			2019|01|04|05|00|00	2019|01|10|16|59|59			20		年度考核（6/10）	西戴尔有话说								9434=1					
22	1007006		3	4	8	18=3			2019|01|04|05|00|00	2019|01|10|16|59|59			20		年度考核（6/10）	西戴尔有话说													
22	1007006		4	5	8	18=4			2019|01|04|05|00|00	2019|01|10|16|59|59			20		年度考核（6/10）	西戴尔有话说													
22	1007006		5	-1	8	18=5			2019|01|04|05|00|00	2019|01|10|16|59|59			20		年度考核（6/10）	西戴尔有话说													
22	1007007	1007006	1	2|3	8	18=1			2019|01|04|05|00|00	2019|01|10|16|59|59			20		年度考核（7/10）	西戴尔有话说													
22	1007007		2	4	8	18=2			2019|01|04|05|00|00	2019|01|10|16|59|59			20		年度考核（7/10）	西戴尔有话说													
22	1007007		3	4	8	18=3			2019|01|04|05|00|00	2019|01|10|16|59|59			20		年度考核（7/10）	西戴尔有话说								9434=1					
22	1007007		4	5	8	18=4			2019|01|04|05|00|00	2019|01|10|16|59|59			20		年度考核（7/10）	西戴尔有话说													
22	1007007		5	-1	8	18=5			2019|01|04|05|00|00	2019|01|10|16|59|59			20		年度考核（7/10）	西戴尔有话说													
22	1007008	1007007	1	2|3	8	18=1			2019|01|04|05|00|00	2019|01|10|16|59|59			20		年度考核（8/10）	西戴尔有话说													
22	1007008		2	4	8	18=2			2019|01|04|05|00|00	2019|01|10|16|59|59			20		年度考核（8/10）	西戴尔有话说													
22	1007008		3	4	8	18=3			2019|01|04|05|00|00	2019|01|10|16|59|59			20		年度考核（8/10）	西戴尔有话说								9434=1					
22	1007008		4	5	8	18=4			2019|01|04|05|00|00	2019|01|10|16|59|59			20		年度考核（8/10）	西戴尔有话说													
22	1007008		5	-1	8	18=5			2019|01|04|05|00|00	2019|01|10|16|59|59			20		年度考核（8/10）	西戴尔有话说													
22	1007009	1007008	1	2|3	8	18=1			2019|01|04|05|00|00	2019|01|10|16|59|59			20		年度考核（9/10）	西戴尔有话说													
22	1007009		2	4	8	18=2			2019|01|04|05|00|00	2019|01|10|16|59|59			20		年度考核（9/10）	西戴尔有话说								9434=1					
22	1007009		3	4	8	18=3			2019|01|04|05|00|00	2019|01|10|16|59|59			20		年度考核（9/10）	西戴尔有话说													
