actid	taskid	tasktype	taskson	taskfather	title	basetask	num	cnt	items	autogetandreset	icon	type	belong	jump	arg	chapterFather
501	52602	3		50106	参与击杀6次裂隙魔物	38	6|2300|2301|2302|2303|2304|2305|2306	6	1291=100			3	6	524		
501	52603	3		50106	挑战3次龙本	2	18|3	3	1279=30			3	6	526		
501	52604	3		50106	完成4次物资筹备	38	4|61001|61002|61003|61004|61005|61006|61007|61008|61009|61010|61011|61012|61013|61014|61015|61016|61017|61018|61019|61020|61021|61022|61101|61102|61103|61104|61105|61106|61107|61108|61109|61110|61111|61112|61113|61114|61115|61116|61117|61118|61119|61120|61121|61122|61201|61202|61203|61204|61205|61206|61207|61208|61209|61210|61211|61212|61213|61214|61215|61216|61217|61218|61219|61220|61221|61222|61301|61302|61303|61304|61305|61306|61307|61308|61309|61310|61311|61312|61313|61314|61315|61316|61317|61318|61319|61320|61321|61322|61401|61402|61403|61404|61405|61406|61407|61408|61409|61410|61411|61412|61413|61414|61415|61416|61417|61418|61419|61420|61421|61422|61501|61502|61503|61504|61505|61506|61507|61508|61509|61510|61511|61512|61513|61514|61515|61516|61517|61518|61519|61520|61521|61522	4	1183=50			3	6	1010		
501	52605	3		50106	完成日常任务6个	23	1|6	6	5641=3			3	6	886		
501	52606	3		50106	充值300钻石	27	300	300	12283=1			3	6	652		
501	52701	3		50107	今日首次登陆	34	1	1	606=5			3	7	353		
501	52702	3		50107	参与击杀6次裂隙魔物	38	6|2300|2301|2302|2303|2304|2305|2306	6	1291=200			3	7	524		
501	52703	3		50107	挑战3次龙本	2	18|3	3	9180=1			3	7	526		
501	52704	3		50107	完成8次物资筹备	38	8|61001|61002|61003|61004|61005|61006|61007|61008|61009|61010|61011|61012|61013|61014|61015|61016|61017|61018|61019|61020|61021|61022|61101|61102|61103|61104|61105|61106|61107|61108|61109|61110|61111|61112|61113|61114|61115|61116|61117|61118|61119|61120|61121|61122|61201|61202|61203|61204|61205|61206|61207|61208|61209|61210|61211|61212|61213|61214|61215|61216|61217|61218|61219|61220|61221|61222|61301|61302|61303|61304|61305|61306|61307|61308|61309|61310|61311|61312|61313|61314|61315|61316|61317|61318|61319|61320|61321|61322|61401|61402|61403|61404|61405|61406|61407|61408|61409|61410|61411|61412|61413|61414|61415|61416|61417|61418|61419|61420|61421|61422|61501|61502|61503|61504|61505|61506|61507|61508|61509|61510|61511|61512|61513|61514|61515|61516|61517|61518|61519|61520|61521|61522	8	1053=300			3	7	1010		
501	52705	3		50107	参加2次世界BOSS	3	2	2	3136=20			3	7	524		
501	52706	3		50107	参与击杀2次裂隙精英	38	2|2401|2402	2	611=50			3	7	524		
502	30001	0	30002|30003|30004|30005|30006|30007|30008		【第一章】横空出世				4991=1							
502	30002	0			角色等级30级	12	30	30	7=50					886		30001
502	30003	0			累计强化装备10次	301	10	10	93=30					121		30001
502	30004	0			累计参与黑暗神殿5次	2	16|5	5	1=120000					527		30001
502	30005	0			通关主线“黑暗精灵女王-不归之路”	1	310	1	606=20					110		30001
502	30006	0			累计通关物资储备挑战2次	38	2|61001|61002|61003|61004|61005|61006|61007|61008|61009|61010|61011|61012|61013|61014|61015|61016|61017|61018|61019|61020|61021|61022|61101|61102|61103|61104|61105|61106|61107|61108|61109|61110|61111|61112|61113|61114|61115|61116|61117|61118|61119|61120|61121|61122|61201|61202|61203|61204|61205|61206|61207|61208|61209|61210|61211|61212|61213|61214|61215|61216|61217|61218|61219|61220|61221|61222|61301|61302|61303|61304|61305|61306|61307|61308|61309|61310|61311|61312|61313|61314|61315|61316|61317|61318|61319|61320|61321|61322|61401|61402|61403|61404|61405|61406|61407|61408|61409|61410|61411|61412|61413|61414|61415|61416|61417|61418|61419|61420|61421|61422|61501|61502|61503|61504|61505|61506|61507|61508|61509|61510|61511|61512|61513|61514|61515|61516|61517|61518|61519|61520|61521|61522	2	604=15					1010		30001
502	30007	0			通关巢穴“地狱犬巢穴-困难”	1	1017	1	603=5					520		30001
502	30008	0			同时镶嵌7枚以上1级龙玉	304	7|1	7	401=3					122		30001
502	30021	0	30022|30023|30024|30025|30026|30027|30028|30029	30001	【第二章】初露锋芒				765=1							
502	30022	3		30001	角色等级45级	12	45	45	7=50					886		30021
502	30023	3		30001	累计强化装备20次	301	20	20	93=30					121		30021
502	30024	3		30001	累计参与黑暗神殿10次	2	16|10	10	1=120000					527		30021
502	30025	3		30001	通关主线“守护者杰兰特-船长达兰特根据地”	1	610	1	606=20					110		30021
502	30026	3		30001	累计通关物资储备挑战4次	38	4|61001|61002|61003|61004|61005|61006|61007|61008|61009|61010|61011|61012|61013|61014|61015|61016|61017|61018|61019|61020|61021|61022|61101|61102|61103|61104|61105|61106|61107|61108|61109|61110|61111|61112|61113|61114|61115|61116|61117|61118|61119|61120|61121|61122|61201|61202|61203|61204|61205|61206|61207|61208|61209|61210|61211|61212|61213|61214|61215|61216|61217|61218|61219|61220|61221|61222|61301|61302|61303|61304|61305|61306|61307|61308|61309|61310|61311|61312|61313|61314|61315|61316|61317|61318|61319|61320|61321|61322|61401|61402|61403|61404|61405|61406|61407|61408|61409|61410|61411|61412|61413|61414|61415|61416|61417|61418|61419|61420|61421|61422|61501|61502|61503|61504|61505|61506|61507|61508|61509|61510|61511|61512|61513|61514|61515|61516|61517|61518|61519|61520|61521|61522	4	604=15					1010		30021
502	30027	3		30001	通关巢穴“狮蝎巢穴-困难”	1	1027	1	603=5					520		30021
502	30028	3		30001	同时镶嵌15枚以上1级龙玉	304	15|1	15	401=3					122		30021
502	30029	3		30001	累计通关五轮BossRush1次	2	9|1	1	1180=20					48		30021
502	30041	0	30042|30043|30044|30045|30046|30047|30048|30049|30050|30051|30052	30021	【第三章】小试牛刀				1013002=1							
502	30042	3		30021	角色等级60级	12	60	60	7=50					886		30041
502	30043	3		30021	累计强化装备30次	301	30	30	93=30					121		30041
502	30044	3		30021	累计参与黑暗神殿15次	2	16|15	15	1=120000					527		30041
502	30045	3		30021	通关主线“绿龙湮灭-泥沼之岛”	1	910	1	606=20					110		30041
502	30046	3		30021	累计通关物资储备挑战6次	38	6|61001|61002|61003|61004|61005|61006|61007|61008|61009|61010|61011|61012|61013|61014|61015|61016|61017|61018|61019|61020|61021|61022|61101|61102|61103|61104|61105|61106|61107|61108|61109|61110|61111|61112|61113|61114|61115|61116|61117|61118|61119|61120|61121|61122|61201|61202|61203|61204|61205|61206|61207|61208|61209|61210|61211|61212|61213|61214|61215|61216|61217|61218|61219|61220|61221|61222|61301|61302|61303|61304|61305|61306|61307|61308|61309|61310|61311|61312|61313|61314|61315|61316|61317|61318|61319|61320|61321|61322|61401|61402|61403|61404|61405|61406|61407|61408|61409|61410|61411|61412|61413|61414|61415|61416|61417|61418|61419|61420|61421|61422|61501|61502|61503|61504|61505|61506|61507|61508|61509|61510|61511|61512|61513|61514|61515|61516|61517|61518|61519|61520|61521|61522	6	604=15					1010		30041
502	30047	3		30021	通关巢穴“天启巢穴-困难”	1	1037	1	603=5					520		30041
502	30048	3		30021	同时镶嵌30枚以上1级龙玉	304	30|1	30	401=3					122		30041
502	30049	3		30021	通关龙魂禁地“黑暗边界-简单”	38	1|40000|40001|40002|40003|40004	1	2229=1					360		30041
502	30050	3		30021	累计通关五轮BossRush2次	2	9|2	2	1180=20					48		30041
502	30051	3		30021	同时穿戴60级B品质以上装备5件	302	60|2|5	5	1182=15					120		30041
502	30052	3		30021	同时装备1个以上C品质的纹章	303	1|1	1	1180=20					141		30041
502	30061	0	30062|30063|30064|30065|30066|30067|30068|30069|30070|30071|30072	30041	【第四章】大显身手				11620=1							
502	30062	3		30041	角色等级70级	12	70	70	7=50					886		30061
502	30063	3		30041	累计强化装备40次	301	40	40	93=30					121		30061
502	30064	3		30041	累计参与黑暗神殿20次	2	16|20	20	1=120000					527		30061
502	30065	3		30041	通关主线“未来的讯息-阿勒努特峡谷”	1	11210	1	606=20					110		30061
502	30066	3		30041	累计通关物资储备挑战8次	38	8|61001|61002|61003|61004|61005|61006|61007|61008|61009|61010|61011|61012|61013|61014|61015|61016|61017|61018|61019|61020|61021|61022|61101|61102|61103|61104|61105|61106|61107|61108|61109|61110|61111|61112|61113|61114|61115|61116|61117|61118|61119|61120|61121|61122|61201|61202|61203|61204|61205|61206|61207|61208|61209|61210|61211|61212|61213|61214|61215|61216|61217|61218|61219|61220|61221|61222|61301|61302|61303|61304|61305|61306|61307|61308|61309|61310|61311|61312|61313|61314|61315|61316|61317|61318|61319|61320|61321|61322|61401|61402|61403|61404|61405|61406|61407|61408|61409|61410|61411|61412|61413|61414|61415|61416|61417|61418|61419|61420|61421|61422|61501|61502|61503|61504|61505|61506|61507|61508|61509|61510|61511|61512|61513|61514|61515|61516|61517|61518|61519|61520|61521|61522	8	604=15					1010		30061
502	30067	3		30041	通关巢穴“大主教巢穴-困难”	1	1047	1	603=5					520		30061
502	30068	3		30041	同时镶嵌45枚以上1级龙玉	304	45|1	45	401=3					122		30061
502	30069	3		30041	通关龙魂禁地“黑暗边界-困难”	38	1|40015|40016|40017|40018|40019	1	2229=1					360		30061
502	30070	3		30041	累计通关五轮BossRush3次	2	9|3	3	1180=20					48		30061
502	30071	3		30041	同时穿戴70级B品质以上装备5件	302	70|2|5	5	1182=15					120		30061
502	30072	3		30041	同时装备2个以上C品质的纹章	303	2|1	2	1180=20					141		30061
502	30081	0	30082|30083|30084|30085|30086|30087|30088|30089|30090|30091|30092	30061	【第五章】峰回路转				14070=1							
502	30082	3		30061	角色等级80级	12	80	80	7=50					886		30081
502	30083	3		30061	累计强化装备50次	301	50	50	93=30					121		30081
502	30084	3		30061	累计参与黑暗神殿25次	2	16|25	25	1=120000					527		30081
502	30085	3		30061	通关主线“峡谷中的荒村-亡灵栖息地”	1	11510	1	606=20					110		30081
502	30086	3		30061	累计通关物资储备挑战10次	38	10|61001|61002|61003|61004|61005|61006|61007|61008|61009|61010|61011|61012|61013|61014|61015|61016|61017|61018|61019|61020|61021|61022|61101|61102|61103|61104|61105|61106|61107|61108|61109|61110|61111|61112|61113|61114|61115|61116|61117|61118|61119|61120|61121|61122|61201|61202|61203|61204|61205|61206|61207|61208|61209|61210|61211|61212|61213|61214|61215|61216|61217|61218|61219|61220|61221|61222|61301|61302|61303|61304|61305|61306|61307|61308|61309|61310|61311|61312|61313|61314|61315|61316|61317|61318|61319|61320|61321|61322|61401|61402|61403|61404|61405|61406|61407|61408|61409|61410|61411|61412|61413|61414|61415|61416|61417|61418|61419|61420|61421|61422|61501|61502|61503|61504|61505|61506|61507|61508|61509|61510|61511|61512|61513|61514|61515|61516|61517|61518|61519|61520|61521|61522	10	604=15					1010		30081
502	30087	3		30061	通关巢穴“巨人巢穴-困难”	1	1057	1	603=5					520		30081
502	30088	3		30061	同时镶嵌15枚以上2级龙玉	304	15|2	15	401=3					122		30081
502	30089	3		30061	通关龙魂禁地“憎恨噩梦-简单”	38	1|40100|40101|40102|40103|40104	1	2229=1					360		30081
502	30090	3		30061	累计通关五轮BossRush4次	2	9|4	4	1180=20					48		30081
502	30091	3		30061	同时穿戴80级A品质以上装备5件	302	80|3|5	5	1182=15					120		30081
502	30092	3		30061	同时装备3个以上C品质的纹章	303	3|1	3	1180=20					141		30081
502	30101	0	30102|30103|30104|30105|30106|30107|30108|30109|30110|30111|30112	30081	【第六章】大放异彩				3407=1							
502	30102	3		30081	角色等级90级	12	90	90	7=50					886		30101
502	30103	3		30081	累计强化装备60次	301	60	60	93=30					121		30101
502	30104	3		30081	累计参与黑暗神殿30次	2	16|30	30	1=120000					527		30101
502	30105	3		30081	通关主线“时间遗忘之岛-孤岛深处”	1	11610	1	606=20					110		30101
502	30106	3		30081	累计通关物资储备挑战12次	38	12|61001|61002|61003|61004|61005|61006|61007|61008|61009|61010|61011|61012|61013|61014|61015|61016|61017|61018|61019|61020|61021|61022|61101|61102|61103|61104|61105|61106|61107|61108|61109|61110|61111|61112|61113|61114|61115|61116|61117|61118|61119|61120|61121|61122|61201|61202|61203|61204|61205|61206|61207|61208|61209|61210|61211|61212|61213|61214|61215|61216|61217|61218|61219|61220|61221|61222|61301|61302|61303|61304|61305|61306|61307|61308|61309|61310|61311|61312|61313|61314|61315|61316|61317|61318|61319|61320|61321|61322|61401|61402|61403|61404|61405|61406|61407|61408|61409|61410|61411|61412|61413|61414|61415|61416|61417|61418|61419|61420|61421|61422|61501|61502|61503|61504|61505|61506|61507|61508|61509|61510|61511|61512|61513|61514|61515|61516|61517|61518|61519|61520|61521|61522	12	604=15					1010		30101
502	30107	3		30081	通关巢穴“台风金巢穴-困难”	1	1067	1	603=5					520		30101
502	30108	3		30081	同时镶嵌30枚以上2级龙玉	304	30|2	30	401=3					122		30101
502	30109	3		30081	通关龙魂禁地“憎恨噩梦-普通”	38	1|40105|40106|40107|40108|40109	1	2229=1					360		30101
502	30110	3		30081	累计通关五轮BossRush5次	2	9|5	5	1180=20					48		30101
502	30111	3		30081	同时穿戴90级A品质以上装备5件	302	90|3|5	5	1182=15					120		30101
502	30112	3		30081	同时装备4个以上C品质的纹章	303	4|1	4	1180=20					141		30101
502	30121	0	30122|30123|30124|30125|30126|30127|30128|30129|30130|30131|30132|30133	30101	【第七章】武功盖世				4990=1							
502	30122	3		30101	角色等级100级	12	100	100	7=50					886		30121
502	30123	3		30101	累计强化装备70次	301	70	70	93=30					121		30121
502	30124	3		30101	累计参与黑暗神殿35次	2	16|35	35	1=120000					527		30121
502	30125	3		30101	通关主线“幽暗森林-幽暗遗迹”	1	11710	1	606=20					110		30121
502	30126	3		30101	累计通关物资储备挑战14次	38	14|61001|61002|61003|61004|61005|61006|61007|61008|61009|61010|61011|61012|61013|61014|61015|61016|61017|61018|61019|61020|61021|61022|61101|61102|61103|61104|61105|61106|61107|61108|61109|61110|61111|61112|61113|61114|61115|61116|61117|61118|61119|61120|61121|61122|61201|61202|61203|61204|61205|61206|61207|61208|61209|61210|61211|61212|61213|61214|61215|61216|61217|61218|61219|61220|61221|61222|61301|61302|61303|61304|61305|61306|61307|61308|61309|61310|61311|61312|61313|61314|61315|61316|61317|61318|61319|61320|61321|61322|61401|61402|61403|61404|61405|61406|61407|61408|61409|61410|61411|61412|61413|61414|61415|61416|61417|61418|61419|61420|61421|61422|61501|61502|61503|61504|61505|61506|61507|61508|61509|61510|61511|61512|61513|61514|61515|61516|61517|61518|61519|61520|61521|61522	14	604=15					1010		30121
502	30127	3		30101	通关巢穴“K博士巢穴-困难”	1	1077	1	603=5					520		30121
502	30128	3		30101	同时镶嵌45枚以上2级龙玉	304	45|2	45	401=3					122		30121
502	30129	3		30101	通关龙魂禁地“憎恨噩梦-冒险”	38	1|40110|40111|40112|40113|40114	1	2229=1					360		30121
502	30130	3		30101	累计通关五轮BossRush6次	2	9|6	6	1180=20					48		30121
502	30131	3		30101	同时穿戴100级A品质以上装备5件	302	100|3|5	5	1182=15					120		30121
502	30132	3		30101	同时装备5个以上C品质的纹章	303	5|1	5	1180=20					141		30121
502	30133	3		30101	通关黑龙巢穴“魔龙圣坛-简单”	1	9023	1	1053=50					526		30121
